client_id,age,job,marital,education,gender,has_deposits,loan,has_insurance,has_mortgage,last_balance,mean_balance,min_balance,max_balance,currency,age_band,predicted_probability
241025095,24.0,student,single,secondary,F,yes,no,no,no,23929.080966,23859.939079,23767.638774,23972.644988,CZK,18-29,0.7747059249035204
1074508129,69.0,retired,divorced,secondary,M,yes,no,yes,no,4579.107128,4578.915825,4455.406996,4714.212446,CZK,60-69,0.7744893771376442
296804562,35.0,management,single,tertiary,F,yes,no,no,no,18182.728098,18120.020531,18022.721111,18196.654957,CZK,30-39,0.7744003339840367
696771591,80.0,retired,divorced,primary,M,yes,no,no,no,149.445624,229.066203,83.759503,364.145362,CZK,70+,0.7740888049565352
1637743138,78.0,retired,divorced,primary,F,yes,no,yes,no,333.01867,211.156595,78.091023,333.01867,CZK,70+,0.7740735178001351
952530973,41.0,admin.,married,secondary,F,yes,no,no,no,14939.340388,14974.933729,14899.861134,15086.926886,CZK,40-49,0.7739541388265724
192509581,79.0,retired,divorced,primary,M,yes,no,no,no,144.187196,75.581612,-65.368352,237.000007,CZK,70+,0.7739194600955124
705599412,81.0,unknown,divorced,primary,F,yes,no,no,no,944.823476,962.704485,794.492474,1070.624863,CZK,70+,0.7737321416922515
895578480,68.0,retired,divorced,secondary,F,yes,no,yes,no,4373.455729,4186.013607,3967.061858,4373.455729,CZK,60-69,0.7734049454341566
1112414217,75.0,unknown,married,primary,F,yes,no,no,no,3044.33857,2958.94667,2809.620337,3060.755912,CZK,70+,0.773368702856008
212064728,58.0,retired,married,unknown,F,yes,no,no,no,8979.777705,9007.128112,8867.593957,9118.13942,CZK,50-59,0.7733404338368933
725540864,66.0,admin.,married,secondary,M,yes,no,no,no,4058.197322,4038.52277,3941.112201,4123.99962,CZK,60-69,0.7729412185757961
1393227422,74.0,retired,married,primary,F,yes,no,yes,no,1850.734547,1756.643416,1636.974242,1877.881156,CZK,70+,0.7729164402735066
364189396,78.0,retired,divorced,primary,F,yes,no,no,no,550.918659,552.989126,454.343934,719.930826,CZK,70+,0.7728115720529303
1765020190,76.0,retired,married,primary,M,yes,no,yes,no,1453.712677,1515.17625,1405.70648,1645.122748,CZK,70+,0.772663647804971
709385038,78.0,retired,married,primary,M,yes,no,no,no,328.536765,251.942061,81.835389,442.432406,CZK,70+,0.7724690247149393
205152107,71.0,retired,married,tertiary,M,yes,no,yes,no,3509.732052,3573.828033,3439.86588,3702.64622,CZK,70+,0.7724134678632076
707133965,75.0,retired,divorced,secondary,M,yes,no,no,no,1379.445181,1336.996391,1250.335054,1422.088356,CZK,70+,0.7723683492674482
688427385,78.0,unknown,married,unknown,M,yes,no,yes,no,2130.325859,2222.950353,2081.701253,2331.163031,CZK,70+,0.7723061268147231
985055858,52.0,housemaid,married,primary,M,yes,no,no,no,10872.821787,10924.01358,10809.689745,11056.16794,CZK,50-59,0.7722460216832422
206677321,57.0,management,married,tertiary,M,yes,yes,no,no,9045.70534,9095.483586,8972.70891,9253.342835,CZK,50-59,0.7719861714473993
1516675445,74.0,retired,married,primary,M,yes,no,no,no,1537.135199,1399.941256,1288.331223,1537.135199,CZK,70+,0.7718302208534404
1939446661,77.0,retired,married,tertiary,F,yes,no,no,no,655.005971,670.165899,508.831872,775.854431,CZK,70+,0.7716529697553632
377962581,76.0,retired,divorced,primary,M,yes,no,no,no,868.912944,807.963667,667.574278,944.921815,CZK,70+,0.7714554478775663
518317611,73.0,retired,divorced,primary,F,yes,no,yes,no,2297.226892,2299.59288,2110.892534,2444.435554,CZK,70+,0.7711678546353594
153218409,77.0,retired,married,secondary,F,yes,no,no,no,629.636031,643.720841,539.434558,812.636475,CZK,70+,0.77089622943811
1371532500,56.0,retired,married,primary,F,yes,no,no,no,9341.606706,9354.480663,9216.09491,9491.741429,CZK,50-59,0.770876380631284
1428529541,67.0,retired,married,primary,M,yes,no,no,no,4457.424872,4406.933491,4261.404679,4511.139237,CZK,60-69,0.7708025333186083
1218936035,55.0,admin.,married,secondary,M,yes,no,no,no,8320.150194,8296.745046,8197.753133,8424.981825,CZK,50-59,0.770789912172772
1483993482,73.0,management,married,tertiary,M,yes,no,no,no,1663.739465,1594.145391,1482.954395,1728.195453,CZK,70+,0.7706547832219558
999736774,63.0,admin.,divorced,secondary,M,yes,no,no,no,4748.563318,4687.956264,4577.952031,4788.084614,CZK,60-69,0.7705402177581224
1611499123,76.0,retired,married,secondary,F,yes,no,yes,no,895.703153,840.319858,710.38275,1065.86575,CZK,70+,0.7704576092472536
1574107541,73.0,retired,married,tertiary,F,yes,no,no,no,1919.640192,1868.805532,1717.071398,1996.291975,CZK,70+,0.7703701680162132
757363825,74.0,retired,married,secondary,F,yes,no,yes,no,1633.865022,1712.125482,1629.879545,1819.800877,CZK,70+,0.769442063465725
618295222,71.0,retired,married,tertiary,M,yes,no,no,no,2860.943463,2872.919611,2718.085769,3048.758205,CZK,70+,0.7693452223101238
1480180677,71.0,retired,married,primary,F,yes,no,no,no,2669.745795,2626.12148,2493.090277,2796.672476,CZK,70+,0.7693427618361466
224959372,71.0,retired,married,primary,M,yes,no,yes,no,2947.635574,2989.596946,2740.440056,3152.651156,CZK,70+,0.7692847005342943
277245737,64.0,management,married,tertiary,F,yes,no,yes,no,5122.388904,5088.85932,4999.845661,5183.452454,CZK,60-69,0.769091001830221
1821570451,49.0,blue-collar,divorced,secondary,F,yes,yes,no,no,10621.410286,10607.917616,10531.589409,10712.906593,CZK,40-49,0.7686368502276004
226891873,73.0,unknown,married,unknown,M,yes,no,yes,no,3394.639646,3432.022437,3292.027975,3574.213727,CZK,70+,0.7685910839065538
1806023880,77.0,retired,married,tertiary,M,yes,no,no,no,-0.949107,-10.70071,-131.241305,125.855917,CZK,70+,0.7684457439064707
245679959,70.0,retired,married,secondary,M,yes,no,yes,no,2685.796837,2579.855982,2407.585046,2729.980021,CZK,70+,0.7684379758949177
1918336437,72.0,retired,married,primary,F,yes,no,yes,no,2235.629344,2293.994271,2147.577426,2402.661376,CZK,70+,0.7684205440202426
235616138,72.0,retired,married,secondary,M,yes,no,no,no,2020.163439,1970.226613,1843.00022,2153.130976,CZK,70+,0.7681334909665773
1174254857,77.0,retired,divorced,secondary,M,yes,no,no,no,-18.067707,10.904715,-146.776758,124.744541,CZK,70+,0.767963712726121
1649893182,74.0,retired,married,primary,F,yes,no,no,no,743.662101,667.243538,526.413423,748.390558,CZK,70+,0.7675245930852044
1579594763,64.0,management,married,tertiary,M,yes,no,no,no,4768.487474,4691.833066,4579.094794,4829.490515,CZK,60-69,0.7673927681229834
831515662,62.0,management,divorced,tertiary,F,yes,no,yes,no,5896.938094,5934.388521,5770.058252,6040.575407,CZK,60-69,0.7673913939453308
1439123346,61.0,management,married,tertiary,M,yes,no,no,no,6082.961275,6001.951569,5918.740762,6183.235553,CZK,60-69,0.7672923117520142
373357791,70.0,retired,married,primary,F,yes,no,no,no,2780.820306,2807.345905,2708.180901,2942.047093,CZK,70+,0.767216829365981
1471950327,55.0,blue-collar,married,unknown,F,yes,no,no,no,7592.081396,7553.045025,7485.191094,7629.790431,CZK,50-59,0.7667575774949252
1565019050,72.0,retired,married,unknown,F,yes,no,yes,no,1928.312423,1949.668974,1803.064652,2129.668067,CZK,70+,0.7665640260007914
975522522,54.0,technician,married,secondary,F,yes,no,no,no,10192.956368,10178.571796,10074.89269,10312.58868,CZK,50-59,0.7663329026018459
1747620857,71.0,retired,married,secondary,F,yes,no,no,no,2727.168209,2858.141381,2717.019103,3078.486462,CZK,70+,0.7663218295262196
1279948782,70.0,retired,married,secondary,F,yes,no,no,no,2616.279993,2638.185476,2482.359718,2793.512299,CZK,70+,0.7660837032412048
451524928,74.0,retired,married,secondary,F,yes,no,yes,no,859.673105,898.705662,790.717677,1017.702954,CZK,70+,0.7659352001270808
364521796,72.0,retired,married,secondary,M,yes,no,no,no,1608.528127,1557.44563,1408.594963,1748.4612,CZK,70+,0.7659190499890466
289224646,71.0,retired,married,secondary,F,yes,no,no,no,1771.270779,1717.42293,1596.90294,1813.86078,CZK,70+,0.765878140431362
1960788782,72.0,retired,married,primary,F,yes,no,yes,no,1433.790831,1388.002432,1274.545908,1511.313949,CZK,70+,0.7658496534639246
1534347879,70.0,retired,married,secondary,F,yes,no,yes,no,2005.276872,1885.723103,1747.845225,2005.276872,CZK,70+,0.7656391245816163
1398048775,79.0,unknown,married,secondary,M,yes,no,yes,no,592.029439,656.152703,518.783168,901.641459,CZK,70+,0.7654335997106657
309910642,71.0,retired,divorced,primary,M,yes,no,no,no,1763.796704,1732.22393,1607.933309,1872.019821,CZK,70+,0.7649549749186951
235998770,60.0,unknown,married,primary,M,yes,no,no,no,7897.058611,7917.284412,7808.795821,8019.384181,CZK,60-69,0.7646662399617146
318937481,61.0,self-employed,divorced,tertiary,M,yes,no,no,no,6515.418998,6607.146438,6491.786481,6755.389932,CZK,60-69,0.7645619412976481
306314829,72.0,retired,married,primary,F,yes,no,no,no,1513.485967,1598.242159,1468.740231,1693.816327,CZK,70+,0.7645372912097045
1023987287,75.0,retired,married,primary,F,yes,no,no,no,299.124283,358.458269,185.097528,499.680462,CZK,70+,0.764485944060655
1041657618,77.0,unknown,married,unknown,M,yes,no,yes,no,469.942693,383.004296,250.133554,509.884225,CZK,70+,0.7643523748889922
1347024182,59.0,unemployed,single,primary,F,yes,no,no,no,7767.866752,7730.699226,7661.543618,7817.656543,CZK,50-59,0.7643312283624893
1640240870,69.0,retired,married,primary,F,yes,no,no,no,2377.162951,2343.981323,2154.1248,2434.005898,CZK,60-69,0.764316400392111
1054795282,73.0,retired,married,primary,F,yes,no,no,no,921.439087,936.174381,743.871537,1084.10184,CZK,70+,0.7639631264872448
1667754785,64.0,retired,married,secondary,M,yes,no,no,no,4754.040271,4800.950184,4630.034637,4955.045105,CZK,60-69,0.7637831631928979
754828045,74.0,retired,married,primary,M,yes,no,yes,no,99.92258,-0.315999,-234.192367,136.458868,CZK,70+,0.7637399705159893
640684449,59.0,retired,married,secondary,F,yes,no,yes,no,6873.886852,6891.807941,6732.983841,7109.503671,CZK,50-59,0.7636243469168975
932756569,53.0,technician,married,secondary,F,yes,no,no,no,10113.227122,10173.778455,10085.713698,10278.872595,CZK,50-59,0.7630117705289445
104942363,73.0,retired,married,tertiary,F,yes,no,no,no,472.667337,451.995179,332.677772,548.325734,CZK,70+,0.7630025088536383
1796285497,70.0,housemaid,divorced,primary,M,yes,no,no,no,1301.376492,1325.01244,1239.540199,1411.921981,CZK,70+,0.7629279135900289
390334330,73.0,retired,married,primary,M,yes,no,no,no,514.355225,512.772043,404.464546,622.644781,CZK,70+,0.7627739422701494
735151623,61.0,technician,divorced,secondary,F,yes,no,no,no,6462.420719,6473.660666,6365.241963,6559.276675,CZK,60-69,0.7624121524242489
1346518081,71.0,retired,married,secondary,M,yes,no,no,no,1609.927709,1699.120154,1537.742688,1830.952745,CZK,70+,0.7623044968611438
316874747,72.0,retired,married,secondary,F,yes,no,no,no,1095.950419,1130.066781,1008.488595,1306.419588,CZK,70+,0.7622057135379651
389719146,51.0,housemaid,divorced,secondary,F,yes,no,no,no,9189.390426,9238.759401,9165.497321,9333.913123,CZK,50-59,0.7621529901223567
1252470470,72.0,retired,married,primary,M,yes,no,no,no,772.546356,765.51675,606.847741,859.451008,CZK,70+,0.7621285212569724
278504192,55.0,management,married,tertiary,F,yes,no,no,no,7756.960744,7780.789125,7673.249942,7908.840668,CZK,50-59,0.7619991494332046
1896216805,44.0,admin.,married,secondary,M,yes,no,no,no,10933.43739,10890.431569,10769.845642,10980.243159,CZK,40-49,0.7614112364607332
1395592150,73.0,retired,married,unknown,M,yes,no,no,no,655.472925,743.751125,589.782259,906.000889,CZK,70+,0.7613489528905247
1244278056,71.0,retired,married,tertiary,M,yes,no,yes,no,771.58469,637.365603,415.263915,771.58469,CZK,70+,0.7613306333293296
217170122,73.0,retired,married,primary,F,yes,no,no,no,276.118581,290.306816,127.498754,389.855595,CZK,70+,0.7613143678344891
1922654231,54.0,management,married,tertiary,F,yes,no,no,no,8191.748794,8293.45361,8191.748794,8388.052396,CZK,50-59,0.7612904426804376
1618913164,69.0,retired,married,secondary,M,yes,no,no,no,2327.791901,2475.377498,2327.791901,2568.497175,CZK,60-69,0.7612871570713098
1232399070,67.0,retired,married,unknown,F,yes,no,yes,no,2599.772907,2545.244478,2405.500711,2660.998189,CZK,60-69,0.7612831566672478
224590800,66.0,retired,married,primary,M,yes,no,no,no,3553.542574,3641.703914,3404.175318,3791.418378,CZK,60-69,0.7611807065288552
1805238918,64.0,management,married,tertiary,F,yes,no,no,no,3912.809694,3968.696389,3864.311337,4092.94018,CZK,60-69,0.7611352364771181
696037840,39.0,admin.,married,secondary,F,yes,no,no,no,13003.520784,12985.733748,12888.28127,13071.771159,CZK,30-39,0.7610028656653076
1148857489,62.0,entrepreneur,married,secondary,M,yes,no,yes,no,3907.148605,3888.100925,3749.250887,3982.742954,CZK,60-69,0.76089209467868
1064648124,73.0,retired,married,tertiary,F,yes,no,no,no,460.456277,463.46912,281.675117,685.085962,CZK,70+,0.7608858342904028
689734547,46.0,management,married,tertiary,M,yes,no,no,no,11291.713298,11367.981719,11275.443476,11465.602768,CZK,40-49,0.76040329492507
1210272453,65.0,unknown,married,unknown,F,yes,no,yes,no,4739.018202,4714.535546,4600.962214,4789.92045,CZK,60-69,0.7601975666588083
1525067047,65.0,retired,married,primary,F,yes,no,no,no,3559.571091,3621.021161,3505.496227,3739.66618,CZK,60-69,0.7601121229577468
