client_id,age,job,marital,education,gender,has_deposits,loan,has_insurance,has_mortgage,last_balance,mean_balance,min_balance,max_balance,currency,age_band,predicted_probability,actual_second_phase_outcome
713840842,81.0,retired,married,primary,F,yes,no,yes,no,5125.841472,5205.47682,5080.545708,5329.136955,CZK,70+,0.7999105882148781,1
1921663862,87.0,retired,married,primary,M,yes,no,yes,no,2219.021649,2203.969073,2079.383268,2299.889992,CZK,70+,0.7997161929439973,1
261805829,60.0,management,married,tertiary,M,yes,no,no,no,13493.208478,13563.606977,13478.460974,13664.726359,CZK,60-69,0.7996320857384467,1
565547512,60.0,admin.,divorced,secondary,F,yes,no,yes,no,12069.158468,12040.616479,11948.646438,12124.721407,CZK,60-69,0.7993344107646975,0
1226229231,90.0,retired,divorced,primary,F,yes,no,yes,no,699.386146,689.340581,538.048946,829.974463,CZK,70+,0.7978967984970482,1
815155706,37.0,management,single,tertiary,F,yes,yes,no,no,22138.164194,22130.585971,22007.84002,22226.3687,CZK,30-39,0.7962510642416577,1
639588999,69.0,technician,married,secondary,M,yes,no,no,no,9187.571127,9077.985466,8971.591707,9206.353738,CZK,60-69,0.7934527830103684,0
1763828751,78.0,retired,married,unknown,F,yes,no,yes,no,4838.638978,4816.868282,4642.261098,5049.443236,CZK,70+,0.7929346454292296,0
1572872993,90.0,retired,divorced,secondary,M,yes,no,no,no,-119.892245,-11.001454,-141.632721,136.522414,CZK,70+,0.7923962670246177,1
924772701,77.0,retired,divorced,tertiary,M,yes,no,no,no,4681.274965,4650.349633,4504.421815,4762.321255,CZK,70+,0.7917856227875161,1
882288737,83.0,retired,single,primary,M,yes,no,yes,no,2044.832364,1971.101971,1785.499397,2139.525884,CZK,70+,0.7910873884071602,0
1907152369,87.0,retired,married,primary,F,yes,no,no,no,271.410788,255.230068,92.084137,369.46253,CZK,70+,0.7904470929726338,0
1166226955,86.0,retired,single,secondary,M,yes,no,yes,no,597.366901,605.696586,462.022328,698.587671,CZK,70+,0.7899407159712425,1
831257396,85.0,retired,married,primary,M,yes,no,no,no,1193.769293,1254.053643,1094.356932,1431.446359,CZK,70+,0.7890459207095164,0
838603550,55.0,management,married,tertiary,M,yes,no,yes,no,13021.986801,12977.480973,12873.671338,13121.559571,CZK,50-59,0.7888523416004501,0
260899658,86.0,retired,divorced,primary,F,yes,no,yes,no,80.394584,-9.379746,-186.813623,110.254476,CZK,70+,0.7885401622707353,0
714088956,56.0,retired,divorced,tertiary,F,yes,no,no,no,13029.288235,13117.670047,13021.80631,13256.998832,CZK,50-59,0.7878146255768598,0
1053434038,70.0,retired,married,primary,M,yes,no,no,no,6646.779516,6568.275586,6404.234527,6751.818415,CZK,70+,0.7870819573255062,1
1606461268,75.0,self-employed,married,unknown,F,yes,no,yes,no,4945.552896,4958.363834,4789.166685,5086.744695,CZK,70+,0.7870231345965994,1
719308905,34.0,unknown,married,tertiary,F,yes,no,no,no,23107.964081,23092.128086,23021.01395,23198.061603,CZK,30-39,0.7866577158035153,1
1205876871,78.0,retired,married,unknown,M,yes,no,yes,no,3235.006191,3222.581501,3096.078051,3342.720156,CZK,70+,0.786607785820042,0
1085904960,84.0,retired,divorced,primary,F,yes,no,yes,no,654.112745,638.036366,504.898203,754.710733,CZK,70+,0.7863454572076098,1
835000489,73.0,retired,married,primary,F,yes,no,yes,no,5493.581438,5542.990218,5314.738065,5701.307291,CZK,70+,0.7858749673383494,1
583226847,78.0,retired,divorced,secondary,F,yes,no,no,no,3168.218016,3200.596064,3095.454946,3323.766263,CZK,70+,0.7856447431032801,0
1402608481,79.0,retired,married,secondary,F,yes,no,no,no,2670.177097,2675.887386,2522.402607,2807.596462,CZK,70+,0.7854588667967112,1
1667482240,71.0,retired,married,secondary,M,yes,no,no,no,5803.659417,5705.81194,5543.972665,5894.086462,CZK,70+,0.7852845286918573,1
812384993,79.0,retired,married,primary,M,yes,no,no,no,2947.338143,3021.18188,2896.876791,3207.647735,CZK,70+,0.78521945996033,1
1666552717,85.0,retired,married,primary,M,yes,no,no,no,77.645796,78.847162,-40.115267,237.236331,CZK,70+,0.7848847149464194,0
1368948239,84.0,entrepreneur,married,secondary,M,yes,no,yes,no,-51.567979,-8.534078,-139.591992,208.117628,CZK,70+,0.7846203905044176,1
592127331,77.0,retired,divorced,secondary,F,yes,no,no,no,3359.843818,3403.316482,3235.274926,3506.855155,CZK,70+,0.7845016492057834,0
1899267232,76.0,retired,married,secondary,F,yes,no,yes,no,4025.307145,4117.812948,3999.433128,4276.547992,CZK,70+,0.7844318158326344,0
588816964,70.0,retired,married,secondary,F,yes,no,no,no,6327.193615,6410.514878,6270.98926,6500.771304,CZK,70+,0.7843206973166782,1
1436904182,83.0,retired,divorced,primary,F,yes,no,yes,no,1030.734438,1096.975477,964.698768,1268.773594,CZK,70+,0.784314577961486,0
212031855,71.0,retired,divorced,secondary,F,yes,no,no,no,5578.321703,5564.617001,5434.202825,5679.36422,CZK,70+,0.7838845982834001,0
1605305026,73.0,retired,divorced,primary,M,yes,no,no,no,4972.905062,5029.751089,4882.585736,5159.331473,CZK,70+,0.783758787126477,0
1230650948,60.0,technician,single,primary,F,yes,no,no,no,11227.811098,11270.16828,11192.571874,11359.579061,CZK,60-69,0.7836042210751156,1
800162528,57.0,management,married,tertiary,M,yes,no,no,no,10621.474267,10571.99958,10473.908394,10639.464112,CZK,50-59,0.7823367952907564,1
1754150044,58.0,management,divorced,secondary,F,yes,no,no,no,10198.17289,10177.068335,10086.533092,10247.919177,CZK,50-59,0.7818698008027379,1
1348927337,78.0,retired,divorced,primary,F,yes,no,yes,no,2691.738815,2787.662722,2611.775243,2964.947387,CZK,70+,0.7816555880112012,0
1794013350,76.0,retired,divorced,primary,M,yes,no,no,no,2782.246537,2692.444542,2511.280887,2806.420588,CZK,70+,0.7815068612393702,1
101831034,75.0,retired,married,tertiary,M,yes,no,no,no,3090.241016,2976.53918,2857.607463,3094.546304,CZK,70+,0.7814003924365399,1
370996091,82.0,retired,married,secondary,M,yes,no,yes,no,224.700674,126.974847,-147.414997,235.976574,CZK,70+,0.7812636793570991,0
325725616,56.0,management,divorced,tertiary,F,yes,no,no,no,10660.070172,10540.886647,10414.378915,10661.926517,CZK,50-59,0.7808442825124108,1
371690729,74.0,retired,divorced,secondary,M,yes,no,no,no,4002.728791,4060.85552,3861.444643,4229.019147,CZK,70+,0.7805176995539491,0
347072526,59.0,technician,married,secondary,M,yes,no,no,no,10942.518954,10923.892868,10776.613622,11060.41365,CZK,50-59,0.7804118524707946,0
253501998,83.0,retired,divorced,primary,F,yes,no,no,no,17.868001,40.380636,-86.662505,202.983515,CZK,70+,0.7801764497711827,1
1684400891,80.0,retired,married,primary,F,yes,no,no,no,1046.410686,978.144164,809.302111,1168.31779,CZK,70+,0.7800151706868914,1
754138276,82.0,retired,divorced,tertiary,M,yes,no,yes,no,55.800782,23.828528,-117.134087,122.287786,CZK,70+,0.7798556750982549,0
284646230,80.0,retired,married,primary,M,yes,no,no,no,1399.405353,1456.059192,1323.724083,1670.652517,CZK,70+,0.7796690716618906,0
225593766,82.0,retired,divorced,primary,M,yes,no,yes,no,18.807733,-20.005777,-190.070793,137.598562,CZK,70+,0.7790245942860731,0
1607981513,76.0,retired,divorced,primary,F,yes,no,no,no,2928.62625,3060.721573,2915.452131,3199.027511,CZK,70+,0.7787175445528621,0
1332897077,81.0,retired,married,primary,M,yes,no,yes,no,967.008918,1137.425636,967.008918,1292.510221,CZK,70+,0.77853244348205,1
1736301874,71.0,retired,divorced,secondary,M,yes,no,no,no,4376.144999,4359.143647,4226.899572,4443.072613,CZK,70+,0.7784545003775699,1
1765867299,61.0,retired,married,primary,M,yes,no,no,no,8726.827011,8738.162356,8610.994676,8864.513767,CZK,60-69,0.7783693093340409,1
1962864116,59.0,retired,married,tertiary,F,yes,no,yes,no,9604.716494,9695.966629,9540.270221,9782.834498,CZK,50-59,0.7777898159591671,1
358390785,53.0,admin.,married,secondary,M,yes,no,no,no,10510.845354,10532.372399,10453.445161,10594.755678,CZK,50-59,0.7776597189417871,0
466118961,71.0,retired,married,primary,F,yes,no,no,no,4621.621732,4665.816485,4432.44183,4826.027979,CZK,70+,0.7776444834068398,1
1418414278,81.0,retired,married,primary,F,yes,no,no,no,240.674461,242.125133,120.743722,395.582186,CZK,70+,0.7776082016290735,0
1789504162,39.0,technician,single,secondary,M,yes,no,no,no,18529.55807,18513.654395,18420.568756,18600.83123,CZK,30-39,0.7772604865991926,1
1845030290,78.0,retired,married,tertiary,F,yes,no,yes,no,1252.87672,1206.314732,1031.267958,1345.212133,CZK,70+,0.7772002701077827,0
1361629761,67.0,housemaid,divorced,secondary,M,yes,no,no,no,5268.494952,5270.45155,5197.44911,5360.038311,CZK,60-69,0.7768936712433585,1
474987680,43.0,blue-collar,married,secondary,F,yes,no,no,no,14710.642744,14636.027237,14570.943204,14790.729751,CZK,40-49,0.776868635841352,0
1109455133,72.0,retired,married,primary,F,yes,no,no,no,3849.63598,3857.658437,3691.600038,3996.674686,CZK,70+,0.7768309458860531,1
1716242676,82.0,retired,married,secondary,M,yes,no,yes,no,137.137598,260.450036,131.200841,458.730636,CZK,70+,0.7767865804247647,1
501158383,78.0,retired,divorced,primary,M,yes,no,no,no,1349.686773,1386.786879,1266.323209,1510.460308,CZK,70+,0.7767132872343828,1
224467557,81.0,retired,divorced,secondary,M,yes,no,yes,no,335.497495,448.810146,230.45196,566.619089,CZK,70+,0.7766292668968335,0
1304568718,60.0,retired,married,secondary,F,yes,no,no,no,8357.631844,8309.864551,8167.396859,8394.212966,CZK,60-69,0.77584754993538,0
733275692,76.0,housemaid,divorced,primary,F,yes,no,yes,no,1401.064878,1409.507855,1291.715965,1529.44573,CZK,70+,0.7758354946028593,1
1745698405,79.0,retired,married,primary,M,yes,no,yes,no,488.680657,436.360375,299.936304,566.663951,CZK,70+,0.7757604554701493,0
861423671,62.0,management,married,tertiary,M,yes,no,no,no,7469.527654,7458.20311,7367.849188,7598.187585,CZK,60-69,0.7757466032598648,0
1689888632,76.0,retired,married,primary,F,yes,no,yes,no,2114.535773,2212.937634,2032.559958,2329.859392,CZK,70+,0.7754003035423921,1
445025023,77.0,retired,married,unknown,F,yes,no,yes,no,1718.184777,1804.898989,1611.172316,1971.339002,CZK,70+,0.7750681335754446,1
832463529,80.0,retired,married,primary,M,yes,no,yes,no,138.070147,139.324407,47.765509,311.748106,CZK,70+,0.7748772896974967,1
1178763771,73.0,retired,divorced,tertiary,M,yes,no,no,no,3143.04676,3174.074939,3002.730006,3327.970674,CZK,70+,0.774873888192244,1
241025095,24.0,student,single,secondary,F,yes,no,no,no,23929.080966,23859.939079,23767.638774,23972.644988,CZK,18-29,0.7747059249035204,1
1074508129,69.0,retired,divorced,secondary,M,yes,no,yes,no,4579.107128,4578.915825,4455.406996,4714.212446,CZK,60-69,0.7744893771376442,1
296804562,35.0,management,single,tertiary,F,yes,no,no,no,18182.728098,18120.020531,18022.721111,18196.654957,CZK,30-39,0.7744003339840367,1
696771591,80.0,retired,divorced,primary,M,yes,no,no,no,149.445624,229.066203,83.759503,364.145362,CZK,70+,0.7740888049565352,0
1637743138,78.0,retired,divorced,primary,F,yes,no,yes,no,333.01867,211.156595,78.091023,333.01867,CZK,70+,0.7740735178001351,0
952530973,41.0,admin.,married,secondary,F,yes,no,no,no,14939.340388,14974.933729,14899.861134,15086.926886,CZK,40-49,0.7739541388265724,0
192509581,79.0,retired,divorced,primary,M,yes,no,no,no,144.187196,75.581612,-65.368352,237.000007,CZK,70+,0.7739194600955124,0
705599412,81.0,unknown,divorced,primary,F,yes,no,no,no,944.823476,962.704485,794.492474,1070.624863,CZK,70+,0.7737321416922515,1
895578480,68.0,retired,divorced,secondary,F,yes,no,yes,no,4373.455729,4186.013607,3967.061858,4373.455729,CZK,60-69,0.7734049454341566,1
1112414217,75.0,unknown,married,primary,F,yes,no,no,no,3044.33857,2958.94667,2809.620337,3060.755912,CZK,70+,0.773368702856008,1
212064728,58.0,retired,married,unknown,F,yes,no,no,no,8979.777705,9007.128112,8867.593957,9118.13942,CZK,50-59,0.7733404338368933,1
725540864,66.0,admin.,married,secondary,M,yes,no,no,no,4058.197322,4038.52277,3941.112201,4123.99962,CZK,60-69,0.7729412185757961,0
1393227422,74.0,retired,married,primary,F,yes,no,yes,no,1850.734547,1756.643416,1636.974242,1877.881156,CZK,70+,0.7729164402735066,1
364189396,78.0,retired,divorced,primary,F,yes,no,no,no,550.918659,552.989126,454.343934,719.930826,CZK,70+,0.7728115720529303,1
1765020190,76.0,retired,married,primary,M,yes,no,yes,no,1453.712677,1515.17625,1405.70648,1645.122748,CZK,70+,0.772663647804971,0
709385038,78.0,retired,married,primary,M,yes,no,no,no,328.536765,251.942061,81.835389,442.432406,CZK,70+,0.7724690247149393,1
205152107,71.0,retired,married,tertiary,M,yes,no,yes,no,3509.732052,3573.828033,3439.86588,3702.64622,CZK,70+,0.7724134678632076,0
707133965,75.0,retired,divorced,secondary,M,yes,no,no,no,1379.445181,1336.996391,1250.335054,1422.088356,CZK,70+,0.7723683492674482,1
688427385,78.0,unknown,married,unknown,M,yes,no,yes,no,2130.325859,2222.950353,2081.701253,2331.163031,CZK,70+,0.7723061268147231,1
985055858,52.0,housemaid,married,primary,M,yes,no,no,no,10872.821787,10924.01358,10809.689745,11056.16794,CZK,50-59,0.7722460216832422,0
206677321,57.0,management,married,tertiary,M,yes,yes,no,no,9045.70534,9095.483586,8972.70891,9253.342835,CZK,50-59,0.7719861714473993,0
1516675445,74.0,retired,married,primary,M,yes,no,no,no,1537.135199,1399.941256,1288.331223,1537.135199,CZK,70+,0.7718302208534404,0
1939446661,77.0,retired,married,tertiary,F,yes,no,no,no,655.005971,670.165899,508.831872,775.854431,CZK,70+,0.7716529697553632,1
377962581,76.0,retired,divorced,primary,M,yes,no,no,no,868.912944,807.963667,667.574278,944.921815,CZK,70+,0.7714554478775663,0
518317611,73.0,retired,divorced,primary,F,yes,no,yes,no,2297.226892,2299.59288,2110.892534,2444.435554,CZK,70+,0.7711678546353594,1
153218409,77.0,retired,married,secondary,F,yes,no,no,no,629.636031,643.720841,539.434558,812.636475,CZK,70+,0.77089622943811,1
1371532500,56.0,retired,married,primary,F,yes,no,no,no,9341.606706,9354.480663,9216.09491,9491.741429,CZK,50-59,0.770876380631284,1
1428529541,67.0,retired,married,primary,M,yes,no,no,no,4457.424872,4406.933491,4261.404679,4511.139237,CZK,60-69,0.7708025333186083,0
1218936035,55.0,admin.,married,secondary,M,yes,no,no,no,8320.150194,8296.745046,8197.753133,8424.981825,CZK,50-59,0.770789912172772,0
1483993482,73.0,management,married,tertiary,M,yes,no,no,no,1663.739465,1594.145391,1482.954395,1728.195453,CZK,70+,0.7706547832219558,1
999736774,63.0,admin.,divorced,secondary,M,yes,no,no,no,4748.563318,4687.956264,4577.952031,4788.084614,CZK,60-69,0.7705402177581224,0
1611499123,76.0,retired,married,secondary,F,yes,no,yes,no,895.703153,840.319858,710.38275,1065.86575,CZK,70+,0.7704576092472536,0
1574107541,73.0,retired,married,tertiary,F,yes,no,no,no,1919.640192,1868.805532,1717.071398,1996.291975,CZK,70+,0.7703701680162132,1
757363825,74.0,retired,married,secondary,F,yes,no,yes,no,1633.865022,1712.125482,1629.879545,1819.800877,CZK,70+,0.769442063465725,1
618295222,71.0,retired,married,tertiary,M,yes,no,no,no,2860.943463,2872.919611,2718.085769,3048.758205,CZK,70+,0.7693452223101238,0
1480180677,71.0,retired,married,primary,F,yes,no,no,no,2669.745795,2626.12148,2493.090277,2796.672476,CZK,70+,0.7693427618361466,1
224959372,71.0,retired,married,primary,M,yes,no,yes,no,2947.635574,2989.596946,2740.440056,3152.651156,CZK,70+,0.7692847005342943,1
277245737,64.0,management,married,tertiary,F,yes,no,yes,no,5122.388904,5088.85932,4999.845661,5183.452454,CZK,60-69,0.769091001830221,1
1821570451,49.0,blue-collar,divorced,secondary,F,yes,yes,no,no,10621.410286,10607.917616,10531.589409,10712.906593,CZK,40-49,0.7686368502276004,0
226891873,73.0,unknown,married,unknown,M,yes,no,yes,no,3394.639646,3432.022437,3292.027975,3574.213727,CZK,70+,0.7685910839065538,1
1806023880,77.0,retired,married,tertiary,M,yes,no,no,no,-0.949107,-10.70071,-131.241305,125.855917,CZK,70+,0.7684457439064707,0
245679959,70.0,retired,married,secondary,M,yes,no,yes,no,2685.796837,2579.855982,2407.585046,2729.980021,CZK,70+,0.7684379758949177,1
1918336437,72.0,retired,married,primary,F,yes,no,yes,no,2235.629344,2293.994271,2147.577426,2402.661376,CZK,70+,0.7684205440202426,1
235616138,72.0,retired,married,secondary,M,yes,no,no,no,2020.163439,1970.226613,1843.00022,2153.130976,CZK,70+,0.7681334909665773,0
1174254857,77.0,retired,divorced,secondary,M,yes,no,no,no,-18.067707,10.904715,-146.776758,124.744541,CZK,70+,0.767963712726121,1
1649893182,74.0,retired,married,primary,F,yes,no,no,no,743.662101,667.243538,526.413423,748.390558,CZK,70+,0.7675245930852044,1
1579594763,64.0,management,married,tertiary,M,yes,no,no,no,4768.487474,4691.833066,4579.094794,4829.490515,CZK,60-69,0.7673927681229834,1
831515662,62.0,management,divorced,tertiary,F,yes,no,yes,no,5896.938094,5934.388521,5770.058252,6040.575407,CZK,60-69,0.7673913939453308,1
1439123346,61.0,management,married,tertiary,M,yes,no,no,no,6082.961275,6001.951569,5918.740762,6183.235553,CZK,60-69,0.7672923117520142,0
373357791,70.0,retired,married,primary,F,yes,no,no,no,2780.820306,2807.345905,2708.180901,2942.047093,CZK,70+,0.767216829365981,0
1471950327,55.0,blue-collar,married,unknown,F,yes,no,no,no,7592.081396,7553.045025,7485.191094,7629.790431,CZK,50-59,0.7667575774949252,0
1565019050,72.0,retired,married,unknown,F,yes,no,yes,no,1928.312423,1949.668974,1803.064652,2129.668067,CZK,70+,0.7665640260007914,1
975522522,54.0,technician,married,secondary,F,yes,no,no,no,10192.956368,10178.571796,10074.89269,10312.58868,CZK,50-59,0.7663329026018459,0
1747620857,71.0,retired,married,secondary,F,yes,no,no,no,2727.168209,2858.141381,2717.019103,3078.486462,CZK,70+,0.7663218295262196,1
1279948782,70.0,retired,married,secondary,F,yes,no,no,no,2616.279993,2638.185476,2482.359718,2793.512299,CZK,70+,0.7660837032412048,1
451524928,74.0,retired,married,secondary,F,yes,no,yes,no,859.673105,898.705662,790.717677,1017.702954,CZK,70+,0.7659352001270808,1
364521796,72.0,retired,married,secondary,M,yes,no,no,no,1608.528127,1557.44563,1408.594963,1748.4612,CZK,70+,0.7659190499890466,1
289224646,71.0,retired,married,secondary,F,yes,no,no,no,1771.270779,1717.42293,1596.90294,1813.86078,CZK,70+,0.765878140431362,1
1960788782,72.0,retired,married,primary,F,yes,no,yes,no,1433.790831,1388.002432,1274.545908,1511.313949,CZK,70+,0.7658496534639246,0
1534347879,70.0,retired,married,secondary,F,yes,no,yes,no,2005.276872,1885.723103,1747.845225,2005.276872,CZK,70+,0.7656391245816163,1
1398048775,79.0,unknown,married,secondary,M,yes,no,yes,no,592.029439,656.152703,518.783168,901.641459,CZK,70+,0.7654335997106657,1
309910642,71.0,retired,divorced,primary,M,yes,no,no,no,1763.796704,1732.22393,1607.933309,1872.019821,CZK,70+,0.7649549749186951,0
235998770,60.0,unknown,married,primary,M,yes,no,no,no,7897.058611,7917.284412,7808.795821,8019.384181,CZK,60-69,0.7646662399617146,0
318937481,61.0,self-employed,divorced,tertiary,M,yes,no,no,no,6515.418998,6607.146438,6491.786481,6755.389932,CZK,60-69,0.7645619412976481,1
306314829,72.0,retired,married,primary,F,yes,no,no,no,1513.485967,1598.242159,1468.740231,1693.816327,CZK,70+,0.7645372912097045,1
1023987287,75.0,retired,married,primary,F,yes,no,no,no,299.124283,358.458269,185.097528,499.680462,CZK,70+,0.764485944060655,1
1041657618,77.0,unknown,married,unknown,M,yes,no,yes,no,469.942693,383.004296,250.133554,509.884225,CZK,70+,0.7643523748889922,0
1347024182,59.0,unemployed,single,primary,F,yes,no,no,no,7767.866752,7730.699226,7661.543618,7817.656543,CZK,50-59,0.7643312283624893,0
1640240870,69.0,retired,married,primary,F,yes,no,no,no,2377.162951,2343.981323,2154.1248,2434.005898,CZK,60-69,0.764316400392111,1
1054795282,73.0,retired,married,primary,F,yes,no,no,no,921.439087,936.174381,743.871537,1084.10184,CZK,70+,0.7639631264872448,1
1667754785,64.0,retired,married,secondary,M,yes,no,no,no,4754.040271,4800.950184,4630.034637,4955.045105,CZK,60-69,0.7637831631928979,0
754828045,74.0,retired,married,primary,M,yes,no,yes,no,99.92258,-0.315999,-234.192367,136.458868,CZK,70+,0.7637399705159893,1
640684449,59.0,retired,married,secondary,F,yes,no,yes,no,6873.886852,6891.807941,6732.983841,7109.503671,CZK,50-59,0.7636243469168975,1
932756569,53.0,technician,married,secondary,F,yes,no,no,no,10113.227122,10173.778455,10085.713698,10278.872595,CZK,50-59,0.7630117705289445,0
104942363,73.0,retired,married,tertiary,F,yes,no,no,no,472.667337,451.995179,332.677772,548.325734,CZK,70+,0.7630025088536383,0
1796285497,70.0,housemaid,divorced,primary,M,yes,no,no,no,1301.376492,1325.01244,1239.540199,1411.921981,CZK,70+,0.7629279135900289,1
390334330,73.0,retired,married,primary,M,yes,no,no,no,514.355225,512.772043,404.464546,622.644781,CZK,70+,0.7627739422701494,1
735151623,61.0,technician,divorced,secondary,F,yes,no,no,no,6462.420719,6473.660666,6365.241963,6559.276675,CZK,60-69,0.7624121524242489,0
1346518081,71.0,retired,married,secondary,M,yes,no,no,no,1609.927709,1699.120154,1537.742688,1830.952745,CZK,70+,0.7623044968611438,1
316874747,72.0,retired,married,secondary,F,yes,no,no,no,1095.950419,1130.066781,1008.488595,1306.419588,CZK,70+,0.7622057135379651,1
389719146,51.0,housemaid,divorced,secondary,F,yes,no,no,no,9189.390426,9238.759401,9165.497321,9333.913123,CZK,50-59,0.7621529901223567,1
1252470470,72.0,retired,married,primary,M,yes,no,no,no,772.546356,765.51675,606.847741,859.451008,CZK,70+,0.7621285212569724,0
278504192,55.0,management,married,tertiary,F,yes,no,no,no,7756.960744,7780.789125,7673.249942,7908.840668,CZK,50-59,0.7619991494332046,1
1896216805,44.0,admin.,married,secondary,M,yes,no,no,no,10933.43739,10890.431569,10769.845642,10980.243159,CZK,40-49,0.7614112364607332,1
1395592150,73.0,retired,married,unknown,M,yes,no,no,no,655.472925,743.751125,589.782259,906.000889,CZK,70+,0.7613489528905247,1
1244278056,71.0,retired,married,tertiary,M,yes,no,yes,no,771.58469,637.365603,415.263915,771.58469,CZK,70+,0.7613306333293296,0
217170122,73.0,retired,married,primary,F,yes,no,no,no,276.118581,290.306816,127.498754,389.855595,CZK,70+,0.7613143678344891,0
1922654231,54.0,management,married,tertiary,F,yes,no,no,no,8191.748794,8293.45361,8191.748794,8388.052396,CZK,50-59,0.7612904426804376,0
1618913164,69.0,retired,married,secondary,M,yes,no,no,no,2327.791901,2475.377498,2327.791901,2568.497175,CZK,60-69,0.7612871570713098,0
1232399070,67.0,retired,married,unknown,F,yes,no,yes,no,2599.772907,2545.244478,2405.500711,2660.998189,CZK,60-69,0.7612831566672478,1
224590800,66.0,retired,married,primary,M,yes,no,no,no,3553.542574,3641.703914,3404.175318,3791.418378,CZK,60-69,0.7611807065288552,1
1805238918,64.0,management,married,tertiary,F,yes,no,no,no,3912.809694,3968.696389,3864.311337,4092.94018,CZK,60-69,0.7611352364771181,1
