model,fpr,tpr
Logistic Regression,0.07526881720430108,0.14465408805031446
Logistic Regression,0.08064516129032258,0.14465408805031446
Logistic Regression,0.08064516129032258,0.15723270440251572
Logistic Regression,0.08333333333333333,0.15723270440251572
Logistic Regression,0.08333333333333333,0.16981132075471697
Logistic Regression,0.08602150537634409,0.16981132075471697
Logistic Regression,0.08602150537634409,0.18238993710691823
Logistic Regression,0.08870967741935484,0.18238993710691823
Logistic Regression,0.08870967741935484,0.18867924528301888
Logistic Regression,0.0913978494623656,0.18867924528301888
Logistic Regression,0.0913978494623656,0.1949685534591195
Logistic Regression,0.09408602150537634,0.1949685534591195
Logistic Regression,0.09408602150537634,0.20125786163522014
Logistic Regression,0.0967741935483871,0.20125786163522014
Logistic Regression,0.0967741935483871,0.2138364779874214
Logistic Regression,0.09946236559139784,0.2138364779874214
Logistic Regression,0.09946236559139784,0.22012578616352202
Logistic Regression,0.10215053763440861,0.22012578616352202
Logistic Regression,0.10215053763440861,0.22327044025157233
Logistic Regression,0.10483870967741936,0.22327044025157233
Logistic Regression,0.10483870967741936,0.22955974842767296
Logistic Regression,0.10752688172043011,0.22955974842767296
Logistic Regression,0.10752688172043011,0.23270440251572327
Logistic Regression,0.11021505376344086,0.23270440251572327
Logistic Regression,0.11021505376344086,0.2358490566037736
Logistic Regression,0.11290322580645161,0.2358490566037736
Logistic Regression,0.11290322580645161,0.2389937106918239
Logistic Regression,0.11559139784946236,0.2389937106918239
Logistic Regression,0.11559139784946236,0.24842767295597484
Logistic Regression,0.11827956989247312,0.24842767295597484
Logistic Regression,0.11827956989247312,0.2641509433962264
Logistic Regression,0.12096774193548387,0.2641509433962264
Logistic Regression,0.12096774193548387,0.2672955974842767
Logistic Regression,0.13172043010752688,0.2672955974842767
Logistic Regression,0.13172043010752688,0.27358490566037735
Logistic Regression,0.13440860215053763,0.27358490566037735
Logistic Regression,0.13440860215053763,0.279874213836478
Logistic Regression,0.13709677419354838,0.279874213836478
Logistic Regression,0.13709677419354838,0.2893081761006289
Logistic Regression,0.13978494623655913,0.2893081761006289
Logistic Regression,0.13978494623655913,0.3018867924528302
Logistic Regression,0.1478494623655914,0.3018867924528302
Logistic Regression,0.1478494623655914,0.3050314465408805
Logistic Regression,0.15053763440860216,0.3050314465408805
Logistic Regression,0.15053763440860216,0.330188679245283
Logistic Regression,0.1532258064516129,0.330188679245283
Logistic Regression,0.1532258064516129,0.3333333333333333
Logistic Regression,0.16129032258064516,0.3333333333333333
Logistic Regression,0.16129032258064516,0.33962264150943394
Logistic Regression,0.1639784946236559,0.33962264150943394
Logistic Regression,0.1639784946236559,0.34276729559748426
Logistic Regression,0.16666666666666666,0.34276729559748426
Logistic Regression,0.16666666666666666,0.3490566037735849
Logistic Regression,0.17204301075268819,0.3490566037735849
Logistic Regression,0.17204301075268819,0.3522012578616352
Logistic Regression,0.17473118279569894,0.3522012578616352
Logistic Regression,0.17473118279569894,0.3805031446540881
Logistic Regression,0.1827956989247312,0.3805031446540881
Logistic Regression,0.1827956989247312,0.3836477987421384
Logistic Regression,0.19086021505376344,0.3836477987421384
Logistic Regression,0.19086021505376344,0.389937106918239
Logistic Regression,0.1935483870967742,0.389937106918239
Logistic Regression,0.1935483870967742,0.39622641509433965
Logistic Regression,0.1989247311827957,0.39622641509433965
Logistic Regression,0.1989247311827957,0.4119496855345912
Logistic Regression,0.20430107526881722,0.4119496855345912
Logistic Regression,0.20430107526881722,0.4559748427672956
Logistic Regression,0.20698924731182797,0.4559748427672956
Logistic Regression,0.20698924731182797,0.46855345911949686
Logistic Regression,0.21505376344086022,0.46855345911949686
Logistic Regression,0.21505376344086022,0.4779874213836478
Logistic Regression,0.22311827956989247,0.4779874213836478
Logistic Regression,0.22311827956989247,0.48427672955974843
Logistic Regression,0.22849462365591397,0.48427672955974843
Logistic Regression,0.22849462365591397,0.5062893081761006
Logistic Regression,0.23655913978494625,0.5062893081761006
Logistic Regression,0.23655913978494625,0.5440251572327044
Logistic Regression,0.239247311827957,0.5440251572327044
Logistic Regression,0.239247311827957,0.5534591194968553
Logistic Regression,0.24193548387096775,0.5534591194968553
Logistic Regression,0.24193548387096775,0.5566037735849056
Logistic Regression,0.2446236559139785,0.5566037735849056
Logistic Regression,0.2446236559139785,0.5817610062893082
Logistic Regression,0.24731182795698925,0.5817610062893082
Logistic Regression,0.24731182795698925,0.5849056603773585
Logistic Regression,0.25,0.5849056603773585
Logistic Regression,0.25,0.5880503144654088
Logistic Regression,0.25268817204301075,0.5880503144654088
Logistic Regression,0.25268817204301075,0.5974842767295597
Logistic Regression,0.2553763440860215,0.5974842767295597
Logistic Regression,0.2553763440860215,0.6069182389937107
Logistic Regression,0.25806451612903225,0.6069182389937107
Logistic Regression,0.25806451612903225,0.610062893081761
Logistic Regression,0.26344086021505375,0.610062893081761
Logistic Regression,0.26344086021505375,0.6257861635220126
Logistic Regression,0.2661290322580645,0.6257861635220126
Logistic Regression,0.2661290322580645,0.6289308176100629
Logistic Regression,0.26881720430107525,0.6289308176100629
Logistic Regression,0.26881720430107525,0.6635220125786163
Logistic Regression,0.27419354838709675,0.6635220125786163
Logistic Regression,0.27419354838709675,0.6855345911949685
Logistic Regression,0.2768817204301075,0.6855345911949685
Logistic Regression,0.2768817204301075,0.6886792452830188
Logistic Regression,0.2903225806451613,0.6886792452830188
Logistic Regression,0.2903225806451613,0.6949685534591195
Logistic Regression,0.29301075268817206,0.6949685534591195
Logistic Regression,0.29301075268817206,0.7044025157232704
Logistic Regression,0.30913978494623656,0.7044025157232704
Logistic Regression,0.30913978494623656,0.7138364779874213
Logistic Regression,0.31451612903225806,0.7138364779874213
Logistic Regression,0.31451612903225806,0.7232704402515723
Logistic Regression,0.31989247311827956,0.7232704402515723
Logistic Regression,0.31989247311827956,0.7295597484276729
Logistic Regression,0.3225806451612903,0.7295597484276729
Logistic Regression,0.3225806451612903,0.7327044025157232
Logistic Regression,0.3279569892473118,0.7327044025157232
Logistic Regression,0.3279569892473118,0.7358490566037735
Logistic Regression,0.3333333333333333,0.7358490566037735
Logistic Regression,0.3333333333333333,0.7389937106918238
Logistic Regression,0.34408602150537637,0.7389937106918238
Logistic Regression,0.34408602150537637,0.7421383647798742
Logistic Regression,0.34946236559139787,0.7421383647798742
Logistic Regression,0.34946236559139787,0.7515723270440252
Logistic Regression,0.3575268817204301,0.7515723270440252
Logistic Regression,0.3575268817204301,0.7578616352201258
Logistic Regression,0.3602150537634409,0.7578616352201258
Logistic Regression,0.3602150537634409,0.7610062893081762
Logistic Regression,0.3629032258064516,0.7610062893081762
Logistic Regression,0.3629032258064516,0.7641509433962265
Logistic Regression,0.3655913978494624,0.7641509433962265
Logistic Regression,0.3655913978494624,0.7672955974842768
Logistic Regression,0.3682795698924731,0.7672955974842768
Logistic Regression,0.3682795698924731,0.7735849056603774
Logistic Regression,0.3736559139784946,0.7735849056603774
Logistic Regression,0.3736559139784946,0.7767295597484277
Logistic Regression,0.3763440860215054,0.7767295597484277
Logistic Regression,0.3763440860215054,0.779874213836478
Logistic Regression,0.3790322580645161,0.779874213836478
Logistic Regression,0.3790322580645161,0.7924528301886793
Logistic Regression,0.3817204301075269,0.7924528301886793
Logistic Regression,0.3817204301075269,0.7955974842767296
Logistic Regression,0.3844086021505376,0.7955974842767296
Logistic Regression,0.3844086021505376,0.8018867924528302
Logistic Regression,0.3870967741935484,0.8018867924528302
Logistic Regression,0.3870967741935484,0.8207547169811321
Logistic Regression,0.3924731182795699,0.8207547169811321
Logistic Regression,0.3924731182795699,0.8238993710691824
Logistic Regression,0.3978494623655914,0.8238993710691824
Logistic Regression,0.3978494623655914,0.8333333333333334
Logistic Regression,0.40591397849462363,0.8333333333333334
Logistic Regression,0.40591397849462363,0.8364779874213837
Logistic Regression,0.4112903225806452,0.8364779874213837
Logistic Regression,0.4112903225806452,0.839622641509434
Logistic Regression,0.4166666666666667,0.839622641509434
Logistic Regression,0.4166666666666667,0.8427672955974843
Logistic Regression,0.42473118279569894,0.8427672955974843
Logistic Regression,0.42473118279569894,0.8522012578616353
Logistic Regression,0.4381720430107527,0.8522012578616353
Logistic Regression,0.4381720430107527,0.8647798742138365
Logistic Regression,0.44086021505376344,0.8647798742138365
Logistic Regression,0.44086021505376344,0.8679245283018868
Logistic Regression,0.4543010752688172,0.8679245283018868
Logistic Regression,0.4543010752688172,0.8710691823899371
Logistic Regression,0.47043010752688175,0.8710691823899371
Logistic Regression,0.47043010752688175,0.8773584905660378
Logistic Regression,0.47580645161290325,0.8773584905660378
Logistic Regression,0.47580645161290325,0.8836477987421384
Logistic Regression,0.478494623655914,0.8836477987421384
Logistic Regression,0.478494623655914,0.8962264150943396
Logistic Regression,0.48118279569892475,0.8962264150943396
Logistic Regression,0.48118279569892475,0.89937106918239
Logistic Regression,0.48655913978494625,0.89937106918239
Logistic Regression,0.48655913978494625,0.9025157232704403
Logistic Regression,0.49193548387096775,0.9025157232704403
Logistic Regression,0.49193548387096775,0.9056603773584906
Logistic Regression,0.49731182795698925,0.9056603773584906
Logistic Regression,0.49731182795698925,0.9119496855345912
Logistic Regression,0.5080645161290323,0.9119496855345912
Logistic Regression,0.5080645161290323,0.9150943396226415
Logistic Regression,0.510752688172043,0.9150943396226415
Logistic Regression,0.510752688172043,0.9182389937106918
Logistic Regression,0.5161290322580645,0.9182389937106918
Logistic Regression,0.5161290322580645,0.9213836477987422
Logistic Regression,0.5188172043010753,0.9213836477987422
Logistic Regression,0.5188172043010753,0.9245283018867925
Logistic Regression,0.521505376344086,0.9245283018867925
Logistic Regression,0.521505376344086,0.9276729559748428
Logistic Regression,0.5376344086021505,0.9276729559748428
Logistic Regression,0.5376344086021505,0.9308176100628931
Logistic Regression,0.5483870967741935,0.9308176100628931
Logistic Regression,0.5483870967741935,0.9339622641509434
Logistic Regression,0.5672043010752689,0.9339622641509434
Logistic Regression,0.5672043010752689,0.9371069182389937
Logistic Regression,0.5806451612903226,0.9371069182389937
Logistic Regression,0.5806451612903226,0.940251572327044
Logistic Regression,0.5913978494623656,0.940251572327044
Logistic Regression,0.5913978494623656,0.9433962264150944
Logistic Regression,0.6290322580645161,0.9433962264150944
Logistic Regression,0.6290322580645161,0.9465408805031447
Logistic Regression,0.6317204301075269,0.9465408805031447
Logistic Regression,0.6317204301075269,0.9528301886792453
Logistic Regression,0.6370967741935484,0.9528301886792453
Logistic Regression,0.6370967741935484,0.9559748427672956
Logistic Regression,0.6397849462365591,0.9559748427672956
Logistic Regression,0.6397849462365591,0.9591194968553459
Logistic Regression,0.6478494623655914,0.9591194968553459
Logistic Regression,0.6478494623655914,0.9622641509433962
Logistic Regression,0.6639784946236559,0.9622641509433962
Logistic Regression,0.6639784946236559,0.9654088050314465
Logistic Regression,0.7096774193548387,0.9654088050314465
Logistic Regression,0.7096774193548387,0.9685534591194969
Logistic Regression,0.760752688172043,0.9685534591194969
Logistic Regression,0.760752688172043,0.9716981132075472
Logistic Regression,0.7876344086021505,0.9716981132075472
Logistic Regression,0.7876344086021505,0.9748427672955975
Logistic Regression,0.8145161290322581,0.9748427672955975
Logistic Regression,0.8145161290322581,0.9779874213836478
Logistic Regression,0.8682795698924731,0.9779874213836478
Logistic Regression,0.8682795698924731,0.9811320754716981
Logistic Regression,0.8844086021505376,0.9811320754716981
Logistic Regression,0.8844086021505376,0.9842767295597484
Logistic Regression,0.8951612903225806,0.9842767295597484
Logistic Regression,0.8951612903225806,0.9874213836477987
Logistic Regression,0.9005376344086021,0.9874213836477987
Logistic Regression,0.9005376344086021,0.9905660377358491
Logistic Regression,0.9193548387096774,0.9905660377358491
Logistic Regression,0.9193548387096774,0.9968553459119497
Logistic Regression,0.9731182795698925,0.9968553459119497
Logistic Regression,0.9731182795698925,1.0
Logistic Regression,1.0,1.0
KNN,0.0,0.0
KNN,0.008064516129032258,0.009433962264150943
KNN,0.05913978494623656,0.1069182389937107
KNN,0.13709677419354838,0.279874213836478
KNN,0.24193548387096775,0.5
KNN,0.3521505376344086,0.6949685534591195
KNN,0.4596774193548387,0.8238993710691824
KNN,0.5564516129032258,0.8962264150943396
KNN,0.6505376344086021,0.9339622641509434
KNN,0.8010752688172043,0.9779874213836478
KNN,1.0,1.0
AdaBoost,0.0,0.0
AdaBoost,0.0,0.009433962264150943
AdaBoost,0.056451612903225805,0.1320754716981132
AdaBoost,0.056451612903225805,0.13836477987421383
AdaBoost,0.056451612903225805,0.1509433962264151
AdaBoost,0.08064516129032258,0.1949685534591195
AdaBoost,0.08064516129032258,0.19811320754716982
AdaBoost,0.08602150537634409,0.19811320754716982
AdaBoost,0.12634408602150538,0.2861635220125786
AdaBoost,0.1532258064516129,0.389937106918239
AdaBoost,0.15591397849462366,0.39937106918238996
AdaBoost,0.1586021505376344,0.39937106918238996
AdaBoost,0.271505376344086,0.6855345911949685
AdaBoost,0.27419354838709675,0.6855345911949685
AdaBoost,0.27956989247311825,0.6918238993710691
AdaBoost,0.28225806451612906,0.6949685534591195
AdaBoost,0.28763440860215056,0.6949685534591195
AdaBoost,0.3010752688172043,0.6981132075471698
AdaBoost,0.33064516129032256,0.7484276729559748
AdaBoost,0.3333333333333333,0.7484276729559748
AdaBoost,0.47580645161290325,0.9056603773584906
AdaBoost,0.48655913978494625,0.9056603773584906
AdaBoost,0.48655913978494625,0.9088050314465409
AdaBoost,0.4946236559139785,0.9119496855345912
AdaBoost,0.5080645161290323,0.9150943396226415
AdaBoost,0.5134408602150538,0.9245283018867925
AdaBoost,0.5188172043010753,0.9245283018867925
AdaBoost,0.6209677419354839,0.9559748427672956
AdaBoost,0.6263440860215054,0.9559748427672956
AdaBoost,0.6370967741935484,0.9559748427672956
AdaBoost,0.6397849462365591,0.9559748427672956
AdaBoost,0.6451612903225806,0.9559748427672956
AdaBoost,0.9139784946236559,0.9937106918238994
AdaBoost,0.9166666666666666,0.9937106918238994
AdaBoost,0.9166666666666666,0.9968553459119497
AdaBoost,0.956989247311828,0.9968553459119497
AdaBoost,0.9596774193548387,1.0
AdaBoost,0.9623655913978495,1.0
AdaBoost,1.0,1.0
Neural Network,0.0,0.0
Neural Network,0.0,0.0031446540880503146
Neural Network,0.0,0.009433962264150943
Neural Network,0.002688172043010753,0.009433962264150943
Neural Network,0.002688172043010753,0.015723270440251572
Neural Network,0.013440860215053764,0.015723270440251572
Neural Network,0.013440860215053764,0.0220125786163522
Neural Network,0.016129032258064516,0.0220125786163522
Neural Network,0.016129032258064516,0.02830188679245283
Neural Network,0.021505376344086023,0.02830188679245283
Neural Network,0.021505376344086023,0.031446540880503145
Neural Network,0.026881720430107527,0.031446540880503145
Neural Network,0.026881720430107527,0.059748427672955975
Neural Network,0.02956989247311828,0.059748427672955975
Neural Network,0.02956989247311828,0.06289308176100629
Neural Network,0.03494623655913978,0.06289308176100629
Neural Network,0.03494623655913978,0.07547169811320754
Neural Network,0.03763440860215054,0.07547169811320754
Neural Network,0.03763440860215054,0.07861635220125786
Neural Network,0.043010752688172046,0.07861635220125786
Neural Network,0.043010752688172046,0.08176100628930817
Neural Network,0.0456989247311828,0.08176100628930817
Neural Network,0.0456989247311828,0.09433962264150944
Neural Network,0.04838709677419355,0.09433962264150944
Neural Network,0.04838709677419355,0.10377358490566038
Neural Network,0.051075268817204304,0.10377358490566038
Neural Network,0.051075268817204304,0.11006289308176101
Neural Network,0.053763440860215055,0.11006289308176101
Neural Network,0.053763440860215055,0.1289308176100629
Neural Network,0.056451612903225805,0.1289308176100629
Neural Network,0.056451612903225805,0.13836477987421383
Neural Network,0.05913978494623656,0.13836477987421383
Neural Network,0.05913978494623656,0.14150943396226415
Neural Network,0.06182795698924731,0.14150943396226415
Neural Network,0.06182795698924731,0.14465408805031446
Neural Network,0.06720430107526881,0.14465408805031446
Neural Network,0.06720430107526881,0.14779874213836477
Neural Network,0.07795698924731183,0.14779874213836477
Neural Network,0.07795698924731183,0.15723270440251572
Neural Network,0.08333333333333333,0.15723270440251572
Neural Network,0.08333333333333333,0.16666666666666666
Neural Network,0.08602150537634409,0.16666666666666666
Neural Network,0.08602150537634409,0.1792452830188679
Neural Network,0.08870967741935484,0.1792452830188679
Neural Network,0.08870967741935484,0.1949685534591195
Neural Network,0.0913978494623656,0.1949685534591195
Neural Network,0.0913978494623656,0.19811320754716982
Neural Network,0.0967741935483871,0.19811320754716982
Neural Network,0.0967741935483871,0.20754716981132076
Neural Network,0.09946236559139784,0.20754716981132076
Neural Network,0.09946236559139784,0.2169811320754717
Neural Network,0.10215053763440861,0.2169811320754717
Neural Network,0.10215053763440861,0.22327044025157233
Neural Network,0.11021505376344086,0.22327044025157233
Neural Network,0.11021505376344086,0.22641509433962265
Neural Network,0.11290322580645161,0.22641509433962265
Neural Network,0.11290322580645161,0.22955974842767296
Neural Network,0.11559139784946236,0.22955974842767296
Neural Network,0.11559139784946236,0.2358490566037736
Neural Network,0.11827956989247312,0.2358490566037736
Neural Network,0.11827956989247312,0.2389937106918239
Neural Network,0.12096774193548387,0.2389937106918239
Neural Network,0.12096774193548387,0.24213836477987422
Neural Network,0.12365591397849462,0.24213836477987422
Neural Network,0.12365591397849462,0.24528301886792453
Neural Network,0.12903225806451613,0.24528301886792453
Neural Network,0.12903225806451613,0.2578616352201258
Neural Network,0.13978494623655913,0.2578616352201258
Neural Network,0.13978494623655913,0.2641509433962264
Neural Network,0.14516129032258066,0.2641509433962264
Neural Network,0.14516129032258066,0.279874213836478
Neural Network,0.1478494623655914,0.279874213836478
Neural Network,0.1478494623655914,0.2861635220125786
Neural Network,0.15053763440860216,0.2861635220125786
Neural Network,0.15053763440860216,0.29245283018867924
Neural Network,0.1532258064516129,0.29245283018867924
Neural Network,0.1532258064516129,0.3018867924528302
Neural Network,0.15591397849462366,0.3018867924528302
Neural Network,0.15591397849462366,0.3113207547169811
Neural Network,0.16129032258064516,0.3113207547169811
Neural Network,0.16129032258064516,0.3270440251572327
Neural Network,0.1639784946236559,0.3270440251572327
Neural Network,0.1639784946236559,0.330188679245283
Neural Network,0.16666666666666666,0.330188679245283
Neural Network,0.16666666666666666,0.33647798742138363
Neural Network,0.1693548387096774,0.33647798742138363
Neural Network,0.1693548387096774,0.3553459119496855
Neural Network,0.17204301075268819,0.3553459119496855
Neural Network,0.17204301075268819,0.3584905660377358
Neural Network,0.1774193548387097,0.3584905660377358
