client_id,age,job,marital,education,gender,has_deposits,loan,has_insurance,has_mortgage,last_balance,mean_balance,min_balance,max_balance,currency,age_band,poutcome,invested
780534109,57.0,retired,married,secondary,M,yes,no,yes,no,1148.227528,1063.360731,913.093328,1221.168504,CZK,50-59,success,1
396320883,35.0,admin.,married,secondary,F,no,no,no,yes,648.810165,720.965353,642.723596,810.626472,CZK,30-39,failure,0
1169659819,34.0,admin.,married,tertiary,M,yes,yes,no,no,29.556514,63.322074,-53.275388,154.915494,CZK,30-39,success,1
565584068,29.0,unknown,single,tertiary,F,yes,no,no,no,472.617593,450.820153,327.138159,548.635311,CZK,18-29,success,1
1248465576,35.0,services,married,secondary,M,yes,yes,no,no,2912.014256,2914.874138,2797.168137,2995.566553,CZK,30-39,success,1
1658771445,52.0,technician,married,tertiary,F,yes,no,no,no,2551.812961,2549.881644,2435.145077,2648.511728,CZK,50-59,success,1
1168521576,27.0,management,single,tertiary,M,yes,no,no,no,1688.406245,1712.016572,1598.750561,1857.674129,CZK,18-29,failure,0
1607818303,44.0,management,divorced,tertiary,F,no,no,no,yes,2386.10938,2435.425701,2356.305743,2576.139891,CZK,40-49,failure,0
149240692,33.0,technician,married,secondary,M,yes,no,no,yes,505.097905,498.400614,388.007402,616.048632,CZK,30-39,success,1
421875368,23.0,student,single,secondary,M,yes,no,no,no,202.332852,121.207625,22.900733,229.331987,CZK,18-29,success,1
727611014,45.0,admin.,single,secondary,M,no,yes,no,no,314.785432,362.860895,256.925264,498.883507,CZK,40-49,failure,0
658552641,33.0,management,married,tertiary,M,yes,no,no,yes,235.054057,280.160768,190.087821,371.98002,CZK,30-39,success,1
1589716991,82.0,housemaid,divorced,primary,M,no,no,no,no,1339.855276,1382.647245,1252.29971,1515.027147,CZK,70+,failure,0
1791051049,45.0,technician,single,tertiary,F,yes,no,no,no,2014.321878,2035.224297,1925.932026,2136.968448,CZK,40-49,success,1
931688632,56.0,management,divorced,tertiary,M,no,no,no,no,690.388066,723.108113,619.113543,835.368426,CZK,50-59,failure,0
1093083804,50.0,management,married,tertiary,M,yes,no,no,yes,5180.838684,5110.332333,5008.815589,5209.878854,CZK,50-59,failure,0
225312202,41.0,admin.,single,secondary,F,no,no,no,yes,89.071852,80.460117,-17.563454,209.632563,CZK,40-49,failure,0
1935765519,30.0,management,single,tertiary,F,yes,no,no,no,658.129412,695.225282,571.933234,863.690445,CZK,30-39,success,1
934760927,58.0,management,married,secondary,F,no,no,yes,no,-428.089587,-359.43989,-441.395334,-276.275564,CZK,50-59,success,1
737403175,36.0,admin.,single,tertiary,F,no,no,no,no,917.049152,996.691812,871.775036,1154.049547,CZK,30-39,failure,0
1616033032,44.0,unknown,divorced,tertiary,F,yes,no,no,yes,1138.303446,1073.891519,884.274531,1194.918213,CZK,40-49,success,1
578378648,42.0,management,married,unknown,M,yes,no,no,no,1562.484163,1491.036351,1386.337744,1594.352981,CZK,40-49,success,1
1293748155,43.0,technician,divorced,secondary,F,no,no,no,yes,53.132552,5.06693,-117.313276,151.164021,CZK,40-49,failure,0
1359253178,31.0,blue-collar,married,secondary,M,yes,no,no,yes,651.69119,620.082181,530.138838,716.587018,CZK,30-39,failure,0
1064311131,40.0,blue-collar,married,secondary,F,no,no,no,no,1499.460519,1503.383005,1386.610883,1606.448317,CZK,40-49,failure,0
181884384,25.0,student,single,secondary,M,no,no,no,yes,1900.687633,1938.825969,1808.149437,2015.361924,CZK,18-29,failure,0
1471180184,28.0,admin.,married,secondary,F,yes,no,no,no,1507.682305,1579.253004,1489.454966,1704.261094,CZK,18-29,success,1
1521368837,31.0,admin.,married,secondary,F,yes,no,no,no,44.27688,49.87269,-17.413287,139.010347,CZK,30-39,success,1
466659151,37.0,technician,married,secondary,F,yes,no,no,yes,1781.600283,1709.519731,1625.968795,1814.677058,CZK,30-39,failure,0
1953284062,31.0,blue-collar,single,secondary,F,no,no,yes,yes,526.840249,564.769033,492.700661,649.165339,CZK,30-39,failure,0
161237453,45.0,blue-collar,single,secondary,F,yes,no,no,yes,-56.85175,12.3199,-95.556412,99.778145,CZK,40-49,failure,0
1009517402,51.0,management,single,tertiary,M,yes,no,no,yes,142.606388,287.456266,142.606388,448.1715,CZK,50-59,failure,0
1477013061,37.0,services,married,secondary,M,yes,no,no,yes,87.251128,51.951166,-30.716538,156.097941,CZK,30-39,success,1
355159114,58.0,admin.,married,unknown,F,no,no,no,yes,-28.348053,4.356381,-86.494653,129.510796,CZK,50-59,failure,0
667583341,49.0,services,married,secondary,M,yes,no,no,yes,236.845715,207.171202,96.457224,259.916935,CZK,40-49,failure,0
1286827092,67.0,retired,divorced,secondary,F,yes,no,no,no,790.551731,710.161181,562.862657,809.17104,CZK,60-69,success,1
1510198314,35.0,student,single,secondary,F,yes,no,no,yes,201.030395,178.991677,84.847529,251.174999,CZK,30-39,success,1
592313419,55.0,self-employed,married,secondary,F,no,no,no,yes,12167.144543,12158.855613,12062.315177,12277.490842,CZK,50-59,failure,0
832366811,47.0,blue-collar,married,secondary,M,yes,no,no,yes,1309.744195,1218.649725,1111.107794,1317.032079,CZK,40-49,success,1
856697136,48.0,unknown,married,secondary,F,yes,no,no,no,2862.940067,2896.95631,2779.274887,2991.122778,CZK,40-49,success,1
1090376473,19.0,student,single,unknown,M,yes,no,no,no,107.625444,103.161205,-42.194654,213.480514,CZK,18-29,success,1
280418342,28.0,services,single,secondary,M,no,no,no,yes,206.975726,125.530507,38.518112,214.284347,CZK,18-29,failure,0
1052847345,50.0,services,married,secondary,F,yes,no,no,no,3215.563532,3170.548464,3075.645406,3269.67453,CZK,50-59,failure,0
494352008,51.0,blue-collar,divorced,primary,F,yes,no,no,yes,-67.000293,-30.085711,-160.201226,61.757407,CZK,50-59,failure,0
664916066,34.0,admin.,single,secondary,F,yes,no,no,no,265.047178,290.779902,181.334957,365.09386,CZK,30-39,failure,0
1352460398,57.0,retired,married,primary,M,yes,no,no,no,9200.016469,9358.174831,9200.016469,9488.220556,CZK,50-59,success,1
1887434486,37.0,management,married,tertiary,M,no,no,no,no,102.503731,57.708169,-47.793938,139.023045,CZK,30-39,success,1
797546271,61.0,retired,married,tertiary,M,yes,no,no,yes,2661.822636,2551.579616,2405.66675,2661.822636,CZK,60-69,success,1
1235633209,52.0,unemployed,married,secondary,F,yes,no,no,no,151.174578,81.809766,-4.586573,153.479496,CZK,50-59,failure,0
449842793,31.0,self-employed,married,secondary,F,no,no,no,yes,636.668838,586.350351,477.490545,699.727679,CZK,30-39,failure,0
505578559,42.0,technician,married,secondary,M,yes,no,no,yes,1045.269525,997.798491,868.888869,1071.995884,CZK,40-49,failure,0
825181152,60.0,technician,married,secondary,M,yes,no,no,yes,780.338912,818.132316,706.971335,955.626236,CZK,60-69,success,1
899886356,26.0,services,married,secondary,F,yes,no,no,yes,19.246967,90.156232,19.246967,195.140742,CZK,18-29,failure,0
1994211357,35.0,technician,married,secondary,F,yes,no,no,no,2884.51684,2796.286039,2686.814128,2943.17515,CZK,30-39,success,1
1455109671,59.0,unemployed,married,secondary,M,yes,no,no,no,962.011529,972.303971,895.874001,1106.925379,CZK,50-59,success,1
1897294862,47.0,entrepreneur,married,unknown,F,no,no,no,yes,1457.229425,1476.188942,1378.935562,1625.639139,CZK,40-49,failure,0
740141526,35.0,technician,single,secondary,F,no,no,no,yes,1689.889951,1701.680641,1588.963754,1784.636151,CZK,30-39,success,1
335587977,27.0,technician,single,tertiary,M,yes,no,no,no,11824.570524,11855.105739,11686.684632,11967.685439,CZK,18-29,success,1
1617986571,41.0,technician,single,primary,F,no,no,no,yes,303.00039,333.262273,219.439794,440.584992,CZK,40-49,failure,0
195576693,63.0,housemaid,married,secondary,M,no,no,no,no,-38.055641,-0.11613,-89.46411,94.30061,CZK,60-69,success,1
885326021,73.0,retired,married,secondary,M,no,no,no,no,2764.851269,2846.608287,2635.36942,2965.159921,CZK,70+,failure,0
1524646175,31.0,technician,single,tertiary,F,yes,no,no,no,918.323283,901.82553,790.673522,1025.005179,CZK,30-39,success,1
1744400426,62.0,self-employed,divorced,tertiary,M,yes,no,no,yes,81.996177,-3.514422,-120.65324,86.55425,CZK,60-69,success,1
894321734,54.0,technician,married,secondary,M,yes,no,no,yes,2137.897288,2105.225956,1989.016346,2261.51957,CZK,50-59,failure,0
937768540,60.0,management,married,secondary,F,yes,no,no,no,541.276305,550.977704,465.628561,642.694987,CZK,60-69,failure,0
343989703,43.0,management,single,tertiary,M,yes,no,no,no,-33.377794,-19.905546,-117.494405,95.457092,CZK,40-49,failure,0
1408278884,33.0,admin.,single,tertiary,M,no,no,no,yes,546.310551,494.449856,418.395232,616.917295,CZK,30-39,failure,0
766133364,49.0,management,married,tertiary,F,no,no,no,no,370.172234,327.675935,208.808206,503.058081,CZK,40-49,failure,0
695069701,43.0,management,single,tertiary,F,yes,no,no,yes,1654.291237,1716.987099,1545.98212,1824.833175,CZK,40-49,failure,0
788603198,58.0,housemaid,married,primary,M,no,no,yes,yes,373.20588,255.475789,147.893355,378.183704,CZK,50-59,failure,0
863131597,44.0,technician,divorced,secondary,F,no,no,no,yes,351.383724,301.681225,102.895866,404.54926,CZK,40-49,success,1
1348257458,41.0,services,married,unknown,M,no,no,no,yes,78.69717,80.971041,-37.038744,163.615745,CZK,40-49,failure,0
1963725667,35.0,blue-collar,married,secondary,F,yes,no,no,yes,1437.145363,1452.624614,1390.01632,1550.553242,CZK,30-39,success,1
624720041,61.0,self-employed,married,tertiary,M,yes,no,no,no,10731.17237,10859.849792,10731.17237,11033.523682,CZK,60-69,success,1
648948317,41.0,unemployed,married,secondary,M,yes,yes,yes,yes,1047.860763,1076.198405,1008.041693,1152.302121,CZK,40-49,failure,0
1239737063,34.0,technician,single,tertiary,F,no,no,no,yes,2660.62755,2658.788686,2495.110368,2746.359075,CZK,30-39,failure,0
125786114,38.0,technician,married,secondary,F,no,no,no,yes,61.27743,207.861796,61.27743,297.087832,CZK,30-39,failure,0
741109456,31.0,management,married,secondary,M,yes,no,no,yes,8659.034728,8648.828344,8539.645687,8775.894379,CZK,30-39,failure,0
698821118,28.0,technician,single,unknown,M,yes,no,no,yes,-21.893122,3.20424,-94.463693,107.86526,CZK,18-29,failure,0
1216051568,29.0,services,married,secondary,F,no,yes,yes,no,429.717435,384.099839,305.223486,441.969689,CZK,18-29,failure,0
324252185,46.0,blue-collar,married,secondary,F,no,yes,no,yes,2549.274442,2600.282361,2424.576664,2689.850038,CZK,40-49,failure,0
1351732094,57.0,management,married,tertiary,F,yes,no,no,no,1216.632378,1317.022525,1165.214767,1497.024995,CZK,50-59,failure,0
1369652222,27.0,unknown,single,secondary,F,yes,no,yes,no,1136.794179,1175.406902,1041.720358,1281.732542,CZK,18-29,failure,0
839452692,62.0,self-employed,divorced,tertiary,F,yes,no,no,yes,-120.274576,1.390447,-120.274576,136.251764,CZK,60-69,success,1
1810668928,45.0,blue-collar,single,secondary,M,yes,no,no,no,-34.082168,11.923198,-134.614584,94.672222,CZK,40-49,success,1
1231121208,43.0,admin.,single,secondary,M,yes,yes,no,yes,-225.890008,-257.759514,-336.342697,-156.978578,CZK,40-49,failure,0
1015123320,31.0,services,single,secondary,M,yes,no,no,no,214.474556,184.460584,108.440369,237.193828,CZK,30-39,success,1
1287941143,47.0,admin.,married,secondary,F,yes,no,no,no,354.088067,371.484646,307.445289,436.141986,CZK,40-49,success,1
1923038407,27.0,management,single,tertiary,F,yes,no,no,no,1657.361196,1703.413041,1590.565922,1809.734398,CZK,18-29,success,1
1208716834,34.0,admin.,single,secondary,F,no,no,no,yes,725.69918,657.253249,562.808938,725.69918,CZK,30-39,failure,0
1547904382,41.0,blue-collar,married,secondary,M,no,no,no,no,2014.865657,1957.359551,1882.414739,2020.181185,CZK,40-49,success,1
979936703,33.0,management,single,tertiary,F,yes,no,no,no,1713.759955,1796.490277,1676.81059,1879.544336,CZK,30-39,success,1
1188636900,61.0,retired,married,secondary,M,no,no,no,no,54.541598,114.607024,30.078367,209.892651,CZK,60-69,failure,0
1341401420,65.0,admin.,married,secondary,M,yes,no,no,no,978.204891,975.424881,894.298409,1069.35533,CZK,60-69,success,1
137444832,39.0,management,single,tertiary,F,no,no,no,yes,1709.120399,1687.298438,1595.774796,1876.028533,CZK,30-39,failure,0
171210910,45.0,management,married,tertiary,F,yes,no,no,yes,239.010659,220.114634,119.987965,343.236215,CZK,40-49,success,1
1689934454,38.0,blue-collar,married,secondary,M,yes,no,no,yes,1145.020943,1186.532754,1096.356655,1268.41714,CZK,30-39,failure,0
638697749,39.0,admin.,divorced,secondary,F,yes,no,no,yes,136.073282,27.407973,-118.996738,136.073282,CZK,30-39,success,1
1930485655,31.0,admin.,single,secondary,F,yes,no,no,no,432.376132,413.144454,333.154482,507.79211,CZK,30-39,success,1
138368572,21.0,student,single,secondary,M,yes,no,yes,no,2512.05572,2472.635092,2373.862735,2568.001196,CZK,18-29,success,1
1628189895,71.0,retired,divorced,primary,M,yes,no,no,no,259.779836,297.624014,213.534782,404.164908,CZK,70+,success,1
1318208743,28.0,admin.,single,secondary,M,yes,yes,no,yes,296.816363,250.30512,130.873882,364.848902,CZK,18-29,success,1
735447261,62.0,management,married,tertiary,F,yes,no,no,no,3348.440266,3362.00181,3236.241239,3460.176212,CZK,60-69,success,1
1135723834,78.0,retired,divorced,secondary,M,yes,no,no,no,3617.841698,3433.593816,3343.746415,3617.841698,CZK,70+,success,1
875893772,44.0,management,married,tertiary,F,yes,no,yes,no,1752.964745,1779.460493,1663.726141,1879.823827,CZK,40-49,success,1
1866212119,45.0,blue-collar,married,secondary,M,yes,no,no,no,10286.801751,10258.77313,10141.655384,10379.259581,CZK,40-49,success,1
1742179805,35.0,management,married,tertiary,F,yes,no,no,yes,9.13771,9.441715,-106.2535,129.573472,CZK,30-39,success,1
949809355,29.0,self-employed,married,secondary,M,yes,yes,no,no,-39.388317,104.762969,-39.388317,274.683213,CZK,18-29,success,1
1874705981,75.0,retired,married,secondary,M,yes,no,yes,no,3815.778987,3783.92739,3705.255042,3868.5099,CZK,70+,failure,0
1420233160,35.0,management,married,tertiary,F,yes,no,no,yes,239.798899,186.072288,109.117154,291.6186,CZK,30-39,failure,0
1020935993,58.0,unknown,married,tertiary,M,no,no,no,yes,2176.659849,2251.792887,2130.856829,2352.409978,CZK,50-59,failure,0
702559019,34.0,unemployed,married,secondary,F,yes,no,no,no,1032.012882,989.617158,892.607715,1053.69331,CZK,30-39,success,1
1268625773,42.0,unemployed,married,tertiary,F,yes,no,no,no,590.499954,573.891727,503.904612,638.837004,CZK,40-49,success,1
1880660822,33.0,management,married,tertiary,F,no,no,no,no,21.158932,52.673773,-10.581578,169.510442,CZK,30-39,failure,0
1941992019,53.0,blue-collar,married,secondary,M,yes,no,no,yes,1790.885295,1762.886892,1624.046023,1853.050298,CZK,50-59,failure,0
1645122135,31.0,blue-collar,married,primary,M,no,no,yes,yes,1067.561717,1105.532492,978.622243,1175.170024,CZK,30-39,failure,0
716801079,62.0,retired,married,secondary,M,yes,yes,no,yes,2810.909523,2783.444386,2677.293068,2954.888029,CZK,60-69,success,1
1639773829,49.0,unemployed,married,tertiary,M,no,no,no,no,342.80826,367.549713,293.864707,433.338838,CZK,40-49,failure,0
1369261429,52.0,management,married,tertiary,M,yes,no,no,no,654.790272,579.877132,440.40946,654.790272,CZK,50-59,failure,0
588341556,47.0,technician,married,secondary,F,yes,no,no,no,242.036363,286.500766,183.86009,378.059538,CZK,40-49,success,1
1696935354,52.0,technician,married,unknown,M,no,no,no,yes,424.355584,418.31986,321.528815,499.644058,CZK,50-59,failure,0
1311636342,36.0,admin.,married,secondary,M,no,yes,no,yes,1981.35168,1959.5202,1806.266519,2053.068412,CZK,30-39,failure,0
828132723,34.0,blue-collar,married,primary,F,yes,no,no,yes,319.074887,323.037016,210.576149,437.457228,CZK,30-39,failure,0
1896058734,59.0,management,married,primary,M,no,no,no,yes,2784.358952,2782.984022,2682.554333,2848.819054,CZK,50-59,failure,0
1511151292,35.0,blue-collar,married,primary,F,no,no,no,yes,186.874972,147.7187,38.033014,232.348051,CZK,30-39,failure,0
1292358176,77.0,retired,married,primary,M,yes,no,no,no,3330.358875,3326.708624,3158.373862,3520.442037,CZK,70+,success,1
1646310976,43.0,management,divorced,tertiary,F,yes,no,no,no,2335.564075,2375.784348,2290.827738,2508.299735,CZK,40-49,success,1
628962126,42.0,management,married,tertiary,F,yes,no,no,no,274.689069,275.964921,157.683303,370.180333,CZK,40-49,success,1
1492105062,52.0,management,married,unknown,F,yes,no,no,no,1788.812809,1727.332616,1659.059764,1801.842014,CZK,50-59,failure,0
322042743,61.0,retired,married,secondary,F,yes,no,no,no,216.172489,76.647298,-71.778515,216.172489,CZK,60-69,success,1
376093123,31.0,management,single,tertiary,M,yes,no,no,yes,2965.229221,2900.05182,2794.080525,3022.044695,CZK,30-39,failure,0
1316789640,36.0,management,single,tertiary,F,yes,no,no,no,427.715076,444.518663,334.209981,551.504076,CZK,30-39,failure,0
821304466,54.0,management,married,tertiary,M,yes,no,no,no,1488.791442,1607.812937,1488.791442,1691.380445,CZK,50-59,success,1
1725155865,44.0,management,married,tertiary,F,yes,no,no,yes,2.974045,5.154661,2.974045,8.312828,USD,40-49,failure,0
886919937,31.0,admin.,married,secondary,F,no,yes,no,yes,15.292879,16.315496,15.006643,19.800018,USD,30-39,failure,0
973397984,47.0,blue-collar,married,secondary,F,yes,no,no,no,772.678636,827.784879,732.345787,928.035377,CZK,40-49,success,1
1700679662,45.0,admin.,divorced,secondary,F,yes,yes,no,yes,311.368282,408.629372,311.368282,491.545189,CZK,40-49,success,1
202025855,32.0,management,divorced,tertiary,F,yes,no,no,yes,296.097143,281.884863,176.351165,462.018638,CZK,30-39,success,1
1299642266,39.0,services,married,secondary,F,no,no,no,yes,9393.785213,9373.889894,9296.095459,9452.876131,CZK,30-39,failure,0
447807929,42.0,management,married,tertiary,F,no,no,no,yes,28.290821,47.317267,-34.095499,138.946342,CZK,40-49,failure,0
613077495,39.0,technician,single,tertiary,F,yes,no,no,yes,1542.530201,1636.605275,1519.174084,1810.339122,CZK,30-39,success,1
1460604273,33.0,technician,single,secondary,M,no,no,no,yes,956.682779,937.508358,870.101213,1023.070987,CZK,30-39,failure,0
346731634,39.0,management,single,tertiary,M,yes,no,no,yes,195.805587,223.313618,152.277897,330.541175,CZK,30-39,success,1
812793496,35.0,unemployed,single,tertiary,F,yes,no,no,no,412.370658,410.725051,331.946846,477.776258,CZK,30-39,success,1
316342584,46.0,management,married,tertiary,M,yes,no,no,no,238.964322,225.30529,63.186672,387.199254,CZK,40-49,success,1
1496364658,28.0,management,single,tertiary,F,yes,no,no,no,161.551406,179.606931,86.92524,337.798523,CZK,18-29,success,1
1597447233,36.0,self-employed,single,tertiary,M,yes,no,no,no,397.947397,381.178313,193.170091,525.881123,CZK,30-39,success,1
793598596,32.0,blue-collar,married,secondary,F,yes,no,no,no,181.698158,148.730067,48.180646,238.093908,CZK,30-39,success,1
1186982401,39.0,admin.,single,secondary,M,yes,no,no,yes,2422.751225,2343.434323,2261.616339,2437.322936,CZK,30-39,failure,0
133102562,34.0,management,married,tertiary,M,yes,no,no,yes,58.604805,8.013081,-85.180447,180.354372,CZK,30-39,success,1
1901738429,47.0,services,divorced,unknown,F,yes,no,no,no,1025.510578,973.237053,880.293968,1079.062169,CZK,40-49,failure,0
1656432041,56.0,management,divorced,tertiary,F,yes,no,no,no,1986.744292,2049.159654,1928.673272,2183.762182,CZK,50-59,failure,0
1493697883,43.0,management,married,tertiary,M,yes,no,no,yes,1436.151643,1427.011801,1322.142967,1540.560549,CZK,40-49,success,1
1117177576,55.0,unknown,married,secondary,F,no,no,no,no,1274.979231,1167.836303,1050.176789,1302.659257,CZK,50-59,failure,0
1013263178,38.0,blue-collar,divorced,secondary,M,no,no,no,yes,-52.778413,-29.437001,-180.582533,91.587692,CZK,30-39,failure,0
796373398,30.0,services,single,secondary,F,no,yes,no,no,-9.347546,10.582495,-48.609411,102.839173,CZK,30-39,failure,0
1068111346,56.0,management,married,tertiary,F,yes,no,no,no,702.29927,615.490754,521.544466,710.330411,CZK,50-59,success,1
397339900,36.0,technician,married,secondary,F,yes,no,no,no,1394.879673,1352.515008,1195.432712,1474.040473,CZK,30-39,failure,0
1353100751,42.0,management,married,tertiary,M,yes,no,no,yes,-1.659778,19.801301,-63.942872,132.305662,CZK,40-49,success,1
1220597527,27.0,admin.,single,secondary,M,no,no,no,no,117.044592,126.102588,1.562211,210.052084,CZK,18-29,failure,0
1108078586,35.0,management,single,tertiary,F,yes,no,no,yes,1744.323886,1757.058996,1651.955745,1852.587484,CZK,30-39,success,1
663044254,27.0,technician,single,tertiary,F,yes,no,no,yes,-35.845888,-56.182593,-164.382009,27.611002,CZK,18-29,failure,0
1509769556,35.0,blue-collar,married,secondary,M,yes,no,no,no,359.585933,268.205672,152.495253,403.643162,CZK,30-39,failure,0
331056615,30.0,management,single,tertiary,F,yes,no,no,no,655.945875,680.179435,603.334353,781.899049,CZK,30-39,success,1
333368931,34.0,admin.,married,tertiary,M,yes,no,no,yes,-7.126816,84.278706,-7.126816,153.152207,CZK,30-39,success,1
442830853,39.0,management,single,tertiary,F,yes,no,no,yes,727.936277,702.49566,562.895975,812.866456,CZK,30-39,success,1
1876018051,55.0,admin.,married,secondary,F,yes,no,no,no,8279.808798,8312.566195,8205.928649,8400.247926,CZK,50-59,success,1
1654028224,32.0,student,single,tertiary,F,yes,no,no,no,25.160325,73.415857,-10.421142,172.500594,CZK,30-39,failure,0
1477599238,51.0,technician,married,secondary,F,no,yes,no,yes,24.644856,9.645716,-87.163342,89.873635,CZK,50-59,failure,0
1399759285,44.0,management,single,tertiary,M,yes,no,no,no,375.971553,473.200024,367.641623,558.46404,CZK,40-49,success,1
1670345350,53.0,admin.,married,secondary,M,yes,no,no,no,10497.783318,10543.403315,10451.175163,10635.536103,CZK,50-59,success,1
1300592943,93.0,retired,married,unknown,F,yes,no,no,no,683.193599,749.261869,621.391632,886.495513,CZK,70+,success,1
554363693,55.0,blue-collar,divorced,secondary,F,yes,no,no,yes,1652.992811,1611.279521,1517.368825,1729.479437,CZK,50-59,failure,0
251979828,31.0,blue-collar,married,secondary,M,no,yes,no,yes,1130.301347,1130.95383,1015.25224,1248.033968,CZK,30-39,failure,0
1886942066,41.0,self-employed,single,tertiary,F,yes,no,no,yes,-78.808679,-109.781981,-221.606089,6.680605,CZK,40-49,failure,0
373348274,26.0,management,single,tertiary,F,yes,no,no,no,911.963103,937.14853,871.173983,1003.136823,CZK,18-29,success,1
129975298,31.0,management,single,tertiary,M,yes,no,no,no,3302.664273,3272.778802,3190.034119,3413.200653,CZK,30-39,failure,0
