client_id,age,job,marital,education,gender,has_deposits,loan,has_insurance,has_mortgage,last_balance,mean_balance,min_balance,max_balance,currency,age_band
1652258354,32.0,unemployed,single,secondary,M,yes,no,no,yes,1001.706791,1019.205181,910.958251,1132.573354,CZK,30-39
1744740913,30.0,student,single,secondary,M,yes,no,no,no,1783.268424,1781.640319,1677.933949,1878.066758,CZK,30-39
1112221396,35.0,management,divorced,tertiary,M,yes,yes,no,no,187.497326,142.405841,8.286172,240.861714,CZK,30-39
732497257,35.0,management,married,secondary,M,no,no,no,no,576.299548,535.934879,390.752061,694.611633,CZK,30-39
140285460,42.0,blue-collar,married,secondary,M,no,no,yes,yes,1511.565133,1459.567275,1378.591995,1513.534493,CZK,40-49
735985444,40.0,services,married,secondary,F,no,yes,no,yes,-13.768795,1.449827,-107.03937,117.974947,CZK,40-49
1344298467,51.0,management,married,secondary,F,no,no,no,no,1469.890613,1565.676353,1379.015283,1706.275079,CZK,50-59
1122977086,35.0,services,married,secondary,M,no,no,yes,yes,453.574631,446.568843,347.55073,533.489164,CZK,30-39
1810967844,74.0,retired,married,tertiary,M,yes,no,no,no,1917.099042,1848.242287,1669.373862,2019.656816,CZK,70+
1972322805,32.0,services,single,unknown,F,yes,no,no,no,2416.57091,2374.574545,2293.485431,2450.114272,CZK,30-39
309761840,44.0,management,married,tertiary,F,no,no,no,yes,1466.76888,1464.481016,1351.28734,1587.156055,CZK,40-49
512479010,29.0,technician,single,secondary,M,no,no,no,yes,1611.198982,1599.495115,1471.387073,1732.845361,CZK,18-29
1110057717,45.0,management,single,tertiary,F,no,yes,no,no,991.07267,994.049757,901.619553,1117.643938,CZK,40-49
1433542674,29.0,blue-collar,married,secondary,M,no,no,yes,yes,-535.623729,-559.588676,-652.545123,-471.181408,CZK,18-29
1041617418,46.0,technician,married,secondary,F,no,no,no,no,173.710222,299.973338,173.710222,390.833066,CZK,40-49
1595596104,27.0,management,single,secondary,F,no,no,no,yes,179.90697,142.231097,48.598204,251.534786,CZK,18-29
880727874,59.0,entrepreneur,married,secondary,M,yes,no,no,no,577.404906,502.801432,368.385017,642.795505,CZK,50-59
134507716,35.0,admin.,married,secondary,M,no,yes,no,no,147.278492,71.577034,-15.521119,147.278492,CZK,30-39
141363965,29.0,management,married,tertiary,F,no,no,no,yes,61.188339,53.461002,-61.267587,182.661031,CZK,18-29
644584000,48.0,technician,married,secondary,M,no,no,no,yes,739.588524,766.493943,681.49867,837.318207,CZK,40-49
730164497,53.0,management,married,tertiary,F,no,yes,no,no,1375.391522,1345.79955,1186.079132,1466.411855,CZK,50-59
1000803517,53.0,unknown,married,unknown,M,no,no,no,yes,520.40176,537.547886,405.310165,651.517129,CZK,50-59
785941673,46.0,admin.,married,secondary,M,no,no,no,yes,497.65899,505.424385,441.329612,648.035439,CZK,40-49
1992212658,28.0,management,married,secondary,M,no,no,no,yes,117.230246,7.878856,-103.65183,117.230246,CZK,18-29
1688158516,38.0,admin.,single,secondary,M,yes,no,no,no,252.992929,263.825804,177.793998,352.020055,CZK,30-39
1425881145,36.0,admin.,single,secondary,F,no,no,no,yes,509.221374,450.464445,310.192024,528.085536,CZK,30-39
626144979,38.0,services,married,secondary,M,no,yes,no,no,-0.173547,-10.292442,-60.623179,109.085133,CZK,30-39
1196534790,51.0,management,married,tertiary,M,no,no,no,no,41.600406,1.976923,-94.761038,87.200702,CZK,50-59
701373306,37.0,unemployed,divorced,tertiary,F,no,no,no,no,1139.317427,1089.549461,957.448508,1202.808016,CZK,30-39
169276910,35.0,services,single,secondary,M,yes,no,no,yes,705.498875,717.35174,649.810487,802.134425,CZK,30-39
810743044,39.0,management,married,tertiary,M,no,no,no,yes,3502.655412,3516.841474,3407.49368,3600.795722,CZK,30-39
1031945947,39.0,management,married,tertiary,F,yes,no,no,no,-55.351562,43.385394,-70.156649,135.679142,CZK,30-39
1534795475,37.0,blue-collar,married,secondary,M,yes,no,no,yes,528.746531,601.321083,509.754722,703.260502,CZK,30-39
1017336008,59.0,retired,married,tertiary,M,no,no,no,no,1429.180368,1297.330232,1156.049743,1487.743432,CZK,50-59
1266586507,46.0,student,single,unknown,F,yes,no,no,no,1521.091707,1525.974754,1449.141433,1622.269073,CZK,40-49
853563111,43.0,blue-collar,married,secondary,M,no,yes,no,yes,426.351813,498.121243,420.482323,568.672261,CZK,40-49
1086314518,47.0,blue-collar,married,primary,M,no,no,no,yes,156.898879,214.640043,106.986021,351.512339,CZK,40-49
1490660020,46.0,self-employed,married,secondary,F,yes,no,no,no,571.337059,555.496367,408.82941,627.046851,CZK,40-49
1263025318,60.0,retired,divorced,secondary,F,yes,no,no,no,1053.724642,1092.608801,917.528848,1253.050131,CZK,60-69
1034650346,50.0,blue-collar,married,secondary,F,no,yes,no,no,918.329478,892.386022,793.663197,987.103233,CZK,50-59
891051861,52.0,blue-collar,divorced,primary,M,no,no,no,yes,189.296119,193.648098,122.492602,279.691788,CZK,50-59
1006445078,30.0,technician,single,secondary,M,no,no,no,yes,760.138648,727.659763,607.961842,802.276439,CZK,30-39
1947572215,41.0,technician,married,secondary,F,no,no,no,no,2114.477483,2152.988595,2054.82641,2257.217339,CZK,40-49
568833929,38.0,admin.,married,secondary,M,yes,no,no,yes,771.999272,728.379594,587.007172,841.84152,CZK,30-39
1787333249,46.0,technician,married,secondary,M,no,no,yes,no,507.091249,494.625508,391.306509,615.176563,CZK,40-49
1541916254,51.0,technician,single,tertiary,F,no,no,no,yes,11315.216375,11236.719522,11092.252704,11329.872982,CZK,50-59
205152107,71.0,retired,married,tertiary,M,yes,no,yes,no,3509.732052,3573.828033,3439.86588,3702.64622,CZK,70+
1637019918,39.0,technician,married,tertiary,F,yes,no,no,no,411.189243,510.958661,408.805067,673.325769,CZK,30-39
1542990309,34.0,admin.,married,secondary,M,no,no,no,no,483.531925,452.563612,312.0419,560.801915,CZK,30-39
1266320236,26.0,student,single,secondary,F,yes,no,no,no,154.295788,134.530486,19.890363,239.099475,CZK,18-29
1885211263,26.0,self-employed,married,tertiary,F,no,no,no,yes,467.265257,495.71457,382.837486,640.009135,CZK,18-29
1170788866,50.0,housemaid,married,secondary,M,yes,no,no,no,373.582284,385.88307,321.910803,435.469383,CZK,50-59
1035562494,56.0,retired,married,primary,M,yes,no,no,no,9374.397439,9394.777464,9224.972961,9584.39014,CZK,50-59
580402828,38.0,technician,single,tertiary,F,no,no,no,no,15.902649,-2.172302,-90.673984,138.038248,CZK,30-39
646856341,38.0,services,married,primary,F,no,no,yes,no,187.844491,187.434287,119.981072,246.254618,CZK,30-39
192509581,79.0,retired,divorced,primary,M,yes,no,no,no,144.187196,75.581612,-65.368352,237.000007,CZK,70+
688168404,39.0,management,married,tertiary,F,no,no,yes,yes,298.960359,339.330784,252.380362,445.456552,CZK,30-39
746364756,26.0,admin.,single,secondary,M,no,no,no,yes,94.040353,-6.97723,-120.472572,98.095481,CZK,18-29
214922788,39.0,technician,married,tertiary,F,no,no,no,no,191.134277,101.907933,-55.633529,191.134277,CZK,30-39
1419332361,39.0,admin.,married,secondary,F,yes,no,no,yes,2439.296199,2377.850127,2238.916959,2474.843212,CZK,30-39
389682777,59.0,unknown,divorced,tertiary,F,yes,no,yes,yes,389.054721,267.113683,175.420422,389.054721,CZK,50-59
1408878248,47.0,technician,married,secondary,F,yes,no,no,yes,1224.851013,1162.640671,1009.714314,1311.63023,CZK,40-49
1812692074,52.0,retired,divorced,tertiary,M,yes,no,no,yes,-351.394457,-288.237696,-440.71667,-172.443817,CZK,50-59
1928867367,57.0,management,married,primary,M,no,yes,yes,yes,724.478695,692.604276,590.03045,811.746661,CZK,50-59
286911378,39.0,services,married,secondary,F,no,no,no,yes,3865.329557,3878.300752,3718.698177,3964.467565,CZK,30-39
1840726854,38.0,blue-collar,married,secondary,M,no,no,no,yes,505.502744,533.699959,432.57141,671.048229,CZK,30-39
1493903929,42.0,admin.,married,secondary,F,yes,no,no,no,56.011488,95.179298,11.782248,202.201261,CZK,40-49
1108555957,60.0,retired,married,secondary,F,no,no,no,yes,132.850129,3.388655,-127.758017,132.850129,CZK,60-69
1154311297,60.0,retired,married,primary,F,no,yes,no,no,488.214448,578.355943,426.591437,742.52514,CZK,60-69
1763532850,44.0,management,married,tertiary,M,yes,no,no,no,755.505547,794.646802,701.574151,886.925856,CZK,40-49
1550760651,38.0,unemployed,married,secondary,M,no,no,no,no,49.799593,11.550476,-97.406699,86.270505,CZK,30-39
1302678268,31.0,admin.,single,secondary,M,no,yes,no,no,565.780888,515.134983,420.186977,605.969532,CZK,30-39
728135403,36.0,technician,married,tertiary,M,yes,no,no,no,250.207321,203.733652,102.872381,291.919003,CZK,30-39
1260690560,39.0,technician,single,tertiary,M,yes,no,no,yes,106.836804,44.002351,-39.993339,117.951043,CZK,30-39
217282053,39.0,admin.,single,secondary,F,no,no,no,no,224.519282,212.837222,143.095804,308.903182,CZK,30-39
1866331503,59.0,management,married,tertiary,M,yes,no,no,no,5304.570442,5397.921108,5297.23426,5498.835277,CZK,50-59
1791170525,27.0,management,single,tertiary,F,yes,no,no,yes,673.912196,627.403778,485.090402,762.414256,CZK,18-29
308960529,56.0,admin.,married,secondary,M,yes,no,no,no,614.31651,614.691154,503.159093,693.694904,CZK,50-59
326064497,37.0,services,married,secondary,M,yes,no,no,yes,1487.421118,1536.666309,1434.271768,1606.82617,CZK,30-39
1325204578,39.0,technician,married,secondary,F,yes,yes,no,no,1354.97041,1339.82922,1261.130416,1457.247461,CZK,30-39
417821881,33.0,admin.,single,tertiary,F,yes,no,no,yes,482.042835,495.38182,440.268547,598.122314,CZK,30-39
357599033,37.0,technician,single,tertiary,F,no,no,no,no,6134.14688,6089.033976,5991.608157,6194.392061,CZK,30-39
1619665559,56.0,blue-collar,married,secondary,M,yes,yes,no,yes,452.932802,450.067154,348.602175,560.220934,CZK,50-59
1182331091,32.0,technician,married,secondary,F,no,no,yes,yes,951.136139,907.511242,767.785038,1007.762406,CZK,30-39
440189671,39.0,unknown,married,secondary,F,yes,no,no,no,242.878516,266.199241,191.43385,351.025928,CZK,30-39
971940066,80.0,retired,married,secondary,M,yes,no,yes,no,833.93188,686.040355,535.593889,833.93188,CZK,70+
228517183,34.0,management,married,tertiary,M,no,no,no,no,3391.933191,3391.208658,3213.368753,3509.984754,CZK,30-39
553185441,59.0,admin.,married,secondary,M,yes,no,no,no,3756.751339,3737.698318,3624.870308,3860.256107,CZK,50-59
1737645892,25.0,student,single,secondary,M,yes,no,no,no,1632.193229,1616.029687,1522.239419,1742.031871,CZK,18-29
513808882,43.0,management,single,tertiary,M,yes,no,no,no,367.302693,478.080495,367.302693,563.75022,CZK,40-49
223202289,45.0,technician,married,secondary,M,no,no,no,yes,3394.411288,3383.491401,3277.086367,3525.83232,CZK,40-49
1341605079,35.0,management,married,tertiary,M,yes,no,no,no,2112.827611,2148.975318,2009.02098,2270.711037,CZK,30-39
1466558639,39.0,blue-collar,married,primary,F,no,no,no,yes,2869.956309,2735.948561,2656.580279,2869.956309,CZK,30-39
1679754240,53.0,management,married,tertiary,M,no,no,no,yes,1372.164942,1373.52876,1282.222017,1465.412621,CZK,50-59
1391343651,28.0,blue-collar,single,secondary,F,no,no,yes,no,1198.450099,1283.940108,1183.897653,1372.807133,CZK,18-29
366437162,27.0,unemployed,single,primary,F,yes,yes,no,no,-5.001159,15.087214,-59.662403,85.208473,CZK,18-29
1663485904,49.0,technician,divorced,unknown,F,yes,no,no,no,410.42295,381.244841,289.639956,474.992694,CZK,40-49
1277705540,26.0,blue-collar,single,secondary,F,yes,no,no,yes,1010.567371,1004.416605,906.788699,1107.711339,CZK,18-29
1695434078,54.0,technician,married,secondary,F,yes,no,no,no,171.293277,97.450437,-14.686377,186.913895,CZK,50-59
1153618830,36.0,unemployed,married,tertiary,F,yes,no,yes,no,4204.498484,4159.366576,4095.75017,4217.704149,CZK,30-39
290459554,55.0,services,single,secondary,M,no,no,no,yes,-75.820093,-41.899172,-104.611002,45.872603,CZK,50-59
1870260774,32.0,management,single,tertiary,F,no,yes,no,no,130.830595,159.311575,18.447594,309.949419,CZK,30-39
1745881958,41.0,technician,married,tertiary,F,no,no,no,no,-57.233278,-1.29559,-106.162125,97.080869,CZK,40-49
965757485,29.0,student,single,tertiary,M,yes,no,no,no,115.413432,-4.955129,-144.196345,117.471586,CZK,18-29
1039962921,30.0,student,single,tertiary,M,yes,no,no,no,7479.102921,7520.450598,7399.637449,7628.598597,CZK,30-39
990386514,30.0,self-employed,single,tertiary,M,yes,no,no,yes,411.351688,433.205088,261.395548,573.012566,CZK,30-39
1709439847,37.0,management,married,tertiary,M,yes,no,no,no,26.981604,-1.63247,-90.239678,97.165914,CZK,30-39
707133965,75.0,retired,divorced,secondary,M,yes,no,no,no,1379.445181,1336.996391,1250.335054,1422.088356,CZK,70+
1151030976,37.0,management,single,secondary,M,yes,no,no,yes,858.020369,778.399646,673.269446,867.204616,CZK,30-39
1562311764,59.0,management,married,tertiary,F,yes,yes,no,yes,-15.309422,9.643108,-112.363398,151.96877,CZK,50-59
1642301496,34.0,admin.,married,secondary,F,no,yes,no,no,89.620267,54.166914,-33.016564,124.561635,CZK,30-39
672684628,38.0,unknown,single,tertiary,F,no,no,no,no,177.132934,206.134433,73.949607,299.227425,CZK,30-39
886972937,28.0,management,single,tertiary,F,yes,no,no,no,466.582963,450.159376,329.424373,539.017315,CZK,18-29
1132979353,28.0,admin.,single,secondary,F,yes,no,no,no,483.900621,382.252153,271.609147,486.438193,CZK,18-29
890778137,45.0,admin.,divorced,tertiary,F,yes,no,no,no,1592.814674,1502.882685,1417.345561,1595.413331,CZK,40-49
1354656005,29.0,management,single,secondary,F,no,no,no,yes,374.187886,318.43038,208.151309,425.236036,CZK,18-29
1268368986,50.0,blue-collar,married,primary,M,no,no,no,yes,2627.478317,2603.211379,2499.000055,2700.062947,CZK,50-59
326361139,45.0,management,divorced,tertiary,M,yes,no,no,no,1.871295,7.170435,-91.68938,83.414686,CZK,40-49
873225538,30.0,blue-collar,married,primary,F,yes,no,no,yes,146.231199,215.065223,129.793638,366.221917,CZK,30-39
1461801238,38.0,services,single,secondary,M,no,no,no,no,1327.043009,1324.716713,1227.799259,1446.358821,CZK,30-39
1456911011,36.0,unknown,divorced,secondary,M,yes,no,no,no,939.795326,877.691442,796.589016,967.669174,CZK,30-39
1834524926,33.0,blue-collar,married,secondary,M,yes,no,no,yes,1197.023154,1230.523526,1109.101203,1315.077937,CZK,30-39
1961769341,60.0,technician,married,tertiary,F,no,no,no,no,-18.840771,86.397625,-19.257695,191.554821,CZK,60-69
645164028,46.0,services,married,secondary,F,no,no,yes,no,376.475807,371.875297,278.971715,489.517969,CZK,40-49
1199198186,36.0,services,married,secondary,F,no,no,no,no,5024.825204,5024.005441,4913.824013,5102.452225,CZK,30-39
507908964,27.0,blue-collar,single,secondary,F,yes,no,no,no,468.591635,542.988974,468.591635,647.841667,CZK,18-29
941629669,43.0,blue-collar,married,primary,F,no,no,no,yes,327.094914,235.710271,132.672369,368.730745,CZK,40-49
1959977776,42.0,entrepreneur,married,secondary,M,no,no,no,no,893.872838,989.068966,791.897435,1141.278286,CZK,40-49
1546548434,34.0,admin.,married,primary,M,yes,yes,no,yes,-39.024779,1.119891,-62.392171,105.227117,CZK,30-39
160014444,40.0,entrepreneur,married,tertiary,M,no,no,no,no,3597.772508,3565.306753,3431.307897,3702.439955,CZK,40-49
1394474757,56.0,retired,divorced,primary,F,yes,no,no,no,595.850151,689.424066,553.022404,889.633169,CZK,50-59
1871621659,40.0,services,married,secondary,F,no,no,no,no,1354.248269,1300.177649,1178.28859,1408.322317,CZK,40-49
165921640,55.0,management,divorced,primary,M,no,no,no,yes,3663.434183,3631.209452,3548.34899,3815.751129,CZK,50-59
1657628568,37.0,technician,married,secondary,M,no,no,no,no,1576.255353,1573.464669,1428.161242,1711.336809,CZK,30-39
125847324,59.0,housemaid,divorced,primary,F,yes,no,no,no,2562.896194,2514.883924,2423.495103,2621.246512,CZK,50-59
300665285,78.0,retired,divorced,primary,F,no,no,yes,no,-43.552259,65.160388,-43.552259,215.253998,CZK,70+
1854537526,45.0,technician,married,secondary,M,no,yes,no,yes,145.576525,136.227361,20.828225,239.157585,CZK,40-49
205660519,57.0,technician,married,unknown,F,no,no,yes,yes,1655.60509,1604.190726,1519.82267,1730.115596,CZK,50-59
1440727767,26.0,admin.,single,secondary,F,no,no,no,yes,699.477699,689.098048,603.836471,739.612018,CZK,18-29
351342339,57.0,blue-collar,married,unknown,M,no,no,no,no,3269.96773,3205.154167,3135.983709,3295.465968,CZK,50-59
1477881399,38.0,technician,married,tertiary,F,yes,no,no,no,4365.555314,4369.943452,4263.652861,4458.148099,CZK,30-39
1654968886,41.0,services,single,secondary,F,yes,yes,no,yes,-636.199886,-660.835836,-737.550431,-568.316112,CZK,40-49
780534109,57.0,retired,married,secondary,M,yes,no,yes,no,1148.227528,1063.360731,913.093328,1221.168504,CZK,50-59
314048775,39.0,management,married,tertiary,F,no,no,no,no,-41.962335,3.427649,-87.082922,94.070877,CZK,30-39
1406451285,48.0,management,single,tertiary,M,no,yes,no,no,429.811055,393.680853,308.969141,495.267933,CZK,40-49
1870959656,51.0,entrepreneur,married,tertiary,F,yes,no,no,yes,5124.262489,5228.417641,5078.809929,5369.875212,CZK,50-59
1944180870,53.0,unemployed,divorced,secondary,M,yes,no,no,no,485.948878,592.257018,485.948878,669.102359,CZK,50-59
1317221051,41.0,technician,single,unknown,F,yes,no,no,yes,5325.10541,5372.705162,5241.642473,5478.07329,CZK,40-49
565547512,60.0,admin.,divorced,secondary,F,yes,no,yes,no,12069.158468,12040.616479,11948.646438,12124.721407,CZK,60-69
1324838429,32.0,admin.,single,secondary,F,yes,no,no,no,360.531252,342.972646,261.16454,402.446366,CZK,30-39
1818750258,56.0,management,married,tertiary,M,no,no,no,yes,2412.08435,2546.201241,2412.08435,2660.031424,CZK,50-59
452061612,29.0,management,single,tertiary,M,yes,no,no,no,1092.57084,1170.477511,1088.819585,1306.304093,CZK,18-29
1989570073,34.0,management,single,tertiary,M,no,no,no,no,6798.072264,6744.221933,6573.439007,6855.744968,CZK,30-39
451826022,59.0,retired,married,unknown,M,no,no,yes,yes,361.052768,203.916244,64.168702,361.052768,CZK,50-59
1180648968,32.0,admin.,single,secondary,F,no,no,no,no,-191.790195,-25.453675,-191.790195,36.096896,CZK,30-39
396320883,35.0,admin.,married,secondary,F,no,no,no,yes,648.810165,720.965353,642.723596,810.626472,CZK,30-39
1386817208,36.0,management,single,unknown,F,yes,no,no,no,12.330225,58.858536,-17.788143,164.495286,CZK,30-39
298067448,38.0,technician,married,secondary,F,yes,no,no,yes,-0.243146,-9.92444,-88.941716,118.017445,CZK,30-39
1978121396,43.0,blue-collar,single,secondary,M,yes,no,no,yes,280.731151,318.812158,221.606362,419.851222,CZK,40-49
269987518,39.0,technician,married,secondary,M,no,no,no,yes,1961.66144,1962.509201,1869.141535,2043.084618,CZK,30-39
723904241,28.0,student,single,secondary,F,yes,no,no,no,0.32842,-7.200801,-94.941205,104.244374,CZK,18-29
1264435621,69.0,retired,married,primary,M,yes,no,no,no,332.192295,326.01542,187.784863,460.362219,CZK,60-69
1125176379,51.0,self-employed,married,unknown,F,yes,no,no,no,1965.525193,2104.511221,1929.164472,2234.55583,CZK,50-59
543657745,34.0,blue-collar,single,primary,F,yes,no,no,yes,-137.020029,-102.642277,-200.828909,1.731103,CZK,30-39
601868871,45.0,admin.,married,secondary,M,yes,no,yes,yes,154.000764,145.405824,66.864826,219.590384,CZK,40-49
165256735,29.0,admin.,single,secondary,M,yes,no,no,yes,1054.574672,1075.715603,980.791393,1186.698205,CZK,18-29
1651839757,36.0,management,married,tertiary,M,no,no,no,yes,972.755735,919.346958,811.696101,1033.919284,CZK,30-39
1178391114,54.0,blue-collar,married,primary,M,no,no,no,yes,331.000427,321.718173,243.196117,409.969209,CZK,50-59
694701520,31.0,technician,married,secondary,M,yes,no,no,no,205.70127,173.177358,79.727248,254.50564,CZK,30-39
1169659819,34.0,admin.,married,tertiary,M,yes,yes,no,no,29.556514,63.322074,-53.275388,154.915494,CZK,30-39
108296535,54.0,management,divorced,tertiary,M,yes,no,no,yes,-336.757911,-423.645938,-539.467783,-302.898956,CZK,50-59
1637296905,30.0,self-employed,single,tertiary,F,yes,no,no,no,888.382439,909.268874,793.743831,1031.726423,CZK,30-39
1483766273,44.0,technician,married,secondary,F,no,no,yes,yes,-8.829442,-7.895895,-123.316992,88.102507,CZK,40-49
887093410,47.0,management,married,tertiary,M,yes,no,no,no,245.874475,272.374293,156.52038,367.455384,CZK,40-49
565584068,29.0,unknown,single,tertiary,F,yes,no,no,no,472.617593,450.820153,327.138159,548.635311,CZK,18-29
354784342,57.0,retired,married,secondary,F,yes,no,no,no,2.124804,177.671845,2.124804,352.127758,CZK,50-59
1248465576,35.0,services,married,secondary,M,yes,yes,no,no,2912.014256,2914.874138,2797.168137,2995.566553,CZK,30-39
772175771,35.0,technician,married,secondary,F,no,no,no,yes,388.12238,404.649124,292.084653,516.873641,CZK,30-39
479310442,51.0,unknown,married,unknown,F,no,no,no,no,2694.258014,2644.060198,2485.911846,2743.98821,CZK,50-59
272577192,49.0,blue-collar,married,primary,M,yes,no,no,yes,-152.852173,-165.494724,-270.107027,-21.6082,CZK,40-49
443143456,59.0,admin.,married,secondary,M,yes,no,no,yes,-11.119277,6.134306,-97.331739,77.462399,CZK,50-59
493461691,54.0,management,married,tertiary,M,yes,no,no,no,1466.731104,1486.784318,1422.592914,1619.429668,CZK,50-59
1729906415,48.0,blue-collar,married,secondary,M,no,no,no,yes,746.621563,723.858835,611.551951,828.695776,CZK,40-49
661775220,31.0,blue-collar,married,secondary,F,no,no,yes,yes,36.172154,49.906452,-64.91841,143.030333,CZK,30-39
1253803928,42.0,blue-collar,married,secondary,M,no,no,yes,yes,1946.59002,1966.247767,1846.300102,2079.686823,CZK,40-49
1573084614,40.0,services,married,secondary,F,no,no,no,yes,164.95326,99.258858,11.821198,194.549102,CZK,40-49
432261145,58.0,unknown,married,secondary,M,no,no,no,yes,4267.572938,4299.850111,4175.291762,4394.82194,CZK,50-59
1770234086,32.0,blue-collar,married,secondary,F,yes,no,no,yes,799.558427,757.341553,680.705954,848.906997,CZK,30-39
1961088399,30.0,blue-collar,single,primary,F,no,no,no,no,364.967869,394.322986,323.420778,462.696724,CZK,30-39
1017218639,55.0,blue-collar,married,secondary,M,yes,no,no,no,50.331818,-5.306577,-78.126028,104.487272,CZK,50-59
308537690,33.0,services,married,secondary,F,yes,yes,no,no,2889.145327,2903.762873,2821.434058,2976.784309,CZK,30-39
839561676,40.0,self-employed,single,tertiary,F,yes,no,yes,no,1670.459119,1620.637924,1493.18238,1801.770248,CZK,40-49
1523085537,41.0,blue-collar,married,secondary,F,no,yes,no,yes,489.911941,471.56813,356.646454,599.31722,CZK,40-49
